Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.5496e-05	1.1375e-08	-10.0	-2.5	9.256030647450487e-08
1.0	1.5479e-05	6.1738e-09	-10.0	-2.5	7.433709614400425e-08
1.5	1.5472e-05	4.9959e-09	-10.0	-2.5	6.67261651059135e-08
2.0	1.5466e-05	4.0522e-09	-10.0	-2.5	6.011568348592575e-08
2.5	1.5459e-05	3.2882e-09	-10.0	-2.5	5.250565128404338e-08
3.0	1.5457e-05	2.66e-09	-10.0	-2.5	4.989606850026938e-08
3.5	1.5454e-05	2.1555e-09	-10.0	-2.5	4.628693513460076e-08
4.0	1.5454e-05	1.7602e-09	-10.0	-2.5	4.567825118703613e-08
4.5	1.5452e-05	1.4588e-09	-10.0	-2.5	4.3070016657574685e-08
5.0	1.5446e-05	1.2293e-09	-10.0	-2.5	3.646223154622221e-08
5.5	1.5448e-05	1.0523e-09	-10.0	-2.5	3.785489585297113e-08
6.0	1.5446e-05	9.1736e-10	-10.0	-2.5	3.524800957783241e-08
6.5	1.5446e-05	8.0648e-10	-10.0	-2.5	3.464157272079548e-08
7.0	1.5446e-05	7.1822e-10	-10.0	-2.5	3.403558528186274e-08
7.5	1.5446e-05	6.47e-10	-10.0	-2.5	3.343004726103418e-08
8.0	1.5445e-05	5.8646e-10	-10.0	-2.5	3.182495865831439e-08
8.5	1.5445e-05	5.3666e-10	-10.0	-2.5	3.1220319473697594e-08
9.0	1.5445e-05	4.9529e-10	-10.0	-2.5	3.061612970718837e-08
9.5	1.5444e-05	4.5846e-10	-10.0	-2.5	2.9012389358784525e-08
10.0	1.544e-05	4.2842e-10	-10.0	-2.5	2.4409098428485065e-08
10.5	1.544e-05	3.9945e-10	-10.0	-2.5	2.3806256916291784e-08
11.0	1.5442e-05	3.7829e-10	-10.0	-2.5	2.5203864822203687e-08
11.5	1.544e-05	3.5706e-10	-10.0	-2.5	2.2601922146221168e-08
12.0	1.5442e-05	3.4035e-10	-10.0	-2.5	2.400042888834483e-08
12.5	1.5441e-05	3.2335e-10	-10.0	-2.5	2.2399385048572874e-08
13.0	1.5441e-05	3.0808e-10	-10.0	-2.5	2.1798790626907297e-08
13.5	1.544e-05	2.9263e-10	-10.0	-2.5	2.01986456233471e-08
14.0	1.544e-05	2.8112e-10	-10.0	-2.5	1.9598950037893282e-08
14.5	1.544e-05	2.6949e-10	-10.0	-2.5	1.899970387054365e-08
15.0	1.5441e-05	2.5951e-10	-10.0	-2.5	1.9400907121297007e-08
15.501	1.5444e-05	2.5002e-10	-10.0	-2.5	2.1801363545812273e-08
16.0	1.5443e-05	2.4133e-10	-10.0	-2.5	2.0204661877126442e-08
16.5	1.5442e-05	2.3159e-10	-10.0	-2.5	1.8607213382198135e-08
17.0	1.5441e-05	2.2344e-10	-10.0	-2.5	1.70102143053774e-08
17.5	1.5441e-05	2.1695e-10	-10.0	-2.5	1.6413664646659656e-08
18.0	1.5441e-05	2.0903e-10	-10.0	-2.5	1.5817564406049486e-08
18.5	1.5443e-05	2.052e-10	-10.0	-2.5	1.7221913583544498e-08
19.0	1.5446e-05	1.9645e-10	-10.0	-2.5	1.96267121791425e-08
19.5	1.5446e-05	1.9067e-10	-10.0	-2.5	1.9031960192848274e-08
20.0	1.5445e-05	1.8424e-10	-10.0	-2.5	1.743765762465604e-08
20.5	1.5443e-05	1.7952e-10	-10.0	-2.5	1.4843804474575965e-08
21.0	1.5446e-05	1.7271e-10	-10.0	-2.5	1.7250400742597485e-08
21.5	1.5446e-05	1.7012e-10	-10.0	-2.5	1.665744642872339e-08
22.0	1.5446e-05	1.6572e-10	-10.0	-2.5	1.6064941532956866e-08
22.5	1.5443e-05	1.5998e-10	-10.0	-2.5	1.2472886055294726e-08
23.0	1.5442e-05	1.565e-10	-10.0	-2.5	1.0881279995734382e-08
23.5	1.5444e-05	1.5257e-10	-10.0	-2.5	1.22901233542848e-08
24.0	1.5441e-05	1.4862e-10	-10.0	-2.5	8.699416130941994e-09
24.5	1.5445e-05	1.446e-10	-10.0	-2.5	1.2109158325698393e-08
25.0	1.5444e-05	1.4e-10	-10.0	-2.5	1.0519349938564954e-08
