Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	5.902e-09	9.4731e-09	-10.0	5.0
1.0	4.7743e-09	6.4452e-09	-10.0	4.9
1.5	4.3367e-09	5.7794e-09	-10.0	4.8
2.0	4.0172e-09	5.2832e-09	-10.0	4.7
2.5	3.7704e-09	4.8872e-09	-10.0	4.6
3.0	3.5732e-09	4.5576e-09	-10.0	4.5
3.5	3.4252e-09	4.2806e-09	-10.0	4.4
4.0	3.3133e-09	4.0427e-09	-10.0	4.3
4.5	3.2315e-09	3.8311e-09	-10.0	4.2
5.0	3.1706e-09	3.6438e-09	-10.0	4.1
5.5	3.1364e-09	3.4772e-09	-10.0	4.0
6.0	3.1148e-09	3.324e-09	-10.0	3.9
6.5	3.1114e-09	3.1843e-09	-10.0	3.8
7.0	3.1464e-09	3.0577e-09	-10.0	3.7
7.5	3.2061e-09	2.9373e-09	-10.0	3.6
8.0	3.3039e-09	2.8252e-09	-10.0	3.5
8.5	3.4358e-09	2.7221e-09	-10.0	3.4
9.0	3.6272e-09	2.6222e-09	-10.0	3.3
9.5	3.8785e-09	2.5308e-09	-10.0	3.2
10.0	4.21e-09	2.4426e-09	-10.0	3.1
10.5	4.6903e-09	2.3597e-09	-10.0	3.0
11.0	5.2839e-09	2.2778e-09	-10.0	2.9
11.5	6.0822e-09	2.1978e-09	-10.0	2.8
12.0	7.132e-09	2.1208e-09	-10.0	2.7
12.5	8.5011e-09	2.0447e-09	-10.0	2.6
13.0	1.0307e-08	1.9669e-09	-10.0	2.5
13.5	1.2811e-08	1.8942e-09	-10.0	2.4
14.0	1.6351e-08	1.8208e-09	-10.0	2.3
14.5	2.1286e-08	1.7422e-09	-10.0	2.2
15.0	2.8092e-08	1.6652e-09	-10.0	2.1
15.501	3.7671e-08	1.2349e-09	-10.0	2.0
16.0	5.0791e-08	1.4761e-09	-10.0	1.9
16.5	6.8796e-08	1.3909e-09	-10.0	1.8
17.0	9.3762e-08	1.3019e-09	-10.0	1.7
17.5	1.2825e-07	1.2143e-09	-10.0	1.6
18.0	1.7682e-07	1.0616e-09	-10.0	1.5
18.5	2.4308e-07	1.0788e-09	-10.0	1.4
19.0	3.3226e-07	1.0174e-09	-10.0	1.3
19.5	4.5063e-07	9.5409e-10	-10.0	1.2
20.0	6.0126e-07	9.0094e-10	-10.0	1.1
20.5	7.8423e-07	8.4362e-10	-10.0	1.0
21.0	9.9567e-07	7.7868e-10	-10.0	0.9
21.5	1.2294e-06	7.0097e-10	-10.0	0.8
22.0	1.482e-06	5.6123e-10	-10.0	0.7
22.5	1.7502e-06	5.0704e-10	-10.0	0.6
23.0	2.0333e-06	4.0064e-10	-10.0	0.5
23.5	2.3308e-06	2.939e-10	-10.0	0.4
24.0	2.6428e-06	1.8781e-10	-10.0	0.3
24.5	2.9697e-06	9.2244e-11	-10.0	0.2
25.0	3.3107e-06	5.0211e-12	-10.0	0.1
25.5	3.6658e-06	7.7771e-11	-10.0	1.027e-15
26.0	4.034e-06	1.6273e-10	-10.0	-0.1
26.5	4.4131e-06	2.4978e-10	-10.0	-0.2
27.0	4.8065e-06	3.4468e-10	-10.0	-0.3
27.5	5.2095e-06	4.4475e-10	-10.0	-0.4
28.0	5.6242e-06	5.5031e-10	-10.0	-0.5
28.5	6.0492e-06	6.5701e-10	-10.0	-0.6
29.0	6.4838e-06	7.6377e-10	-10.0	-0.7
29.5	6.9288e-06	8.7082e-10	-10.0	-0.8
30.0	7.382e-06	9.7357e-10	-10.0	-0.9
30.5	7.8421e-06	1.0921e-09	-10.0	-1.0
31.0	8.3123e-06	1.1963e-09	-10.0	-1.1
31.5	8.7898e-06	1.287e-09	-10.0	-1.2
32.0	9.2734e-06	1.3856e-09	-10.0	-1.3
32.5	9.7645e-06	1.477e-09	-10.0	-1.4
33.0	1.0258e-05	1.5683e-09	-10.0	-1.5
33.5	1.0763e-05	1.6586e-09	-10.0	-1.6
34.0	1.1275e-05	1.7381e-09	-10.0	-1.7
34.5	1.179e-05	1.8168e-09	-10.0	-1.8
