Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.5201e-05	1.145e-08	-10.0	-2.5	-1.537142007445417e-08
1.0	1.5183e-05	5.7474e-09	-10.0	-2.5	-3.429940421578227e-08
1.5	1.5174e-05	4.4963e-09	-10.0	-2.5	-4.3763079109002885e-08
2.0	1.5173e-05	3.5805e-09	-10.0	-2.5	-4.5226542550596765e-08
2.5	1.5169e-05	2.8753e-09	-10.0	-2.5	-4.9689794540560926e-08
3.0	1.5168e-05	2.3259e-09	-10.0	-2.5	-5.115283507889915e-08
3.5	1.5165e-05	1.9065e-09	-10.0	-2.5	-5.461566416560716e-08
4.0	1.5162e-05	1.5846e-09	-10.0	-2.5	-5.807828180068734e-08
4.5	1.5158e-05	1.3388e-09	-10.0	-2.5	-6.254068798414019e-08
5.0	1.5156e-05	1.153e-09	-10.0	-2.5	-6.500288271596422e-08
5.5	1.5155e-05	1.0077e-09	-10.0	-2.5	-6.646486599615992e-08
6.0	1.5155e-05	8.9202e-10	-10.0	-2.5	-6.692663782472899e-08
6.5	1.5155e-05	7.9638e-10	-10.0	-2.5	-6.738819820166854e-08
7.0	1.5155e-05	7.2042e-10	-10.0	-2.5	-6.784954712698026e-08
7.5	1.5155e-05	6.5567e-10	-10.0	-2.5	-6.831068460066246e-08
8.0	1.5156e-05	6.0065e-10	-10.0	-2.5	-6.777161062271802e-08
8.5	1.5157e-05	5.5635e-10	-10.0	-2.5	-6.723232519314407e-08
9.0	1.5156e-05	5.1569e-10	-10.0	-2.5	-6.869282831194329e-08
9.5	1.5155e-05	4.8493e-10	-10.0	-2.5	-7.015311997911467e-08
10.0	1.5155e-05	4.5388e-10	-10.0	-2.5	-7.061320019465774e-08
10.5	1.5155e-05	4.2708e-10	-10.0	-2.5	-7.107306895857128e-08
11.0	1.5156e-05	4.0344e-10	-10.0	-2.5	-7.053272627085819e-08
11.5	1.5155e-05	3.8264e-10	-10.0	-2.5	-7.199217213151657e-08
12.0	1.5156e-05	3.6489e-10	-10.0	-2.5	-7.145140654054613e-08
12.5	1.5157e-05	3.4644e-10	-10.0	-2.5	-7.091042949794786e-08
13.0	1.5161e-05	3.3225e-10	-10.0	-2.5	-6.736924100372197e-08
13.5	1.5161e-05	3.1895e-10	-10.0	-2.5	-6.782784105786855e-08
14.0	1.516e-05	3.0754e-10	-10.0	-2.5	-6.92862296603844e-08
14.5	1.5161e-05	2.9266e-10	-10.0	-2.5	-6.874440681127483e-08
15.0	1.5162e-05	2.8286e-10	-10.0	-2.5	-6.820237251053404e-08
15.5	1.5164e-05	2.735e-10	-10.0	-2.5	-6.666012675816661e-08
16.0	1.5161e-05	2.6375e-10	-10.0	-2.5	-7.011766955417216e-08
16.5	1.5165e-05	2.5421e-10	-10.0	-2.5	-6.657500089854978e-08
17.0	1.5163e-05	2.4582e-10	-10.0	-2.5	-6.903212079129748e-08
17.5	1.5164e-05	2.3799e-10	-10.0	-2.5	-6.848902923241586e-08
18.0	1.5163e-05	2.2924e-10	-10.0	-2.5	-6.99457262219091e-08
18.5	1.5166e-05	2.2202e-10	-10.0	-2.5	-6.740221175977252e-08
19.0	1.5166e-05	2.156e-10	-10.0	-2.5	-6.785848584600961e-08
19.5	1.5165e-05	2.0902e-10	-10.0	-2.5	-6.931454848061767e-08
20.0	1.5166e-05	2.0476e-10	-10.0	-2.5	-6.877039966359522e-08
20.5	1.5168e-05	1.966e-10	-10.0	-2.5	-6.722603939494783e-08
21.0	1.5168e-05	1.9146e-10	-10.0	-2.5	-6.768146767467022e-08
21.5	1.5168e-05	1.8605e-10	-10.0	-2.5	-6.813668450276648e-08
22.0	1.5169e-05	1.8179e-10	-10.0	-2.5	-6.759168987923272e-08
22.5	1.5171e-05	1.7613e-10	-10.0	-2.5	-6.604648380407232e-08
23.0	1.517e-05	1.7271e-10	-10.0	-2.5	-6.750106627728051e-08
23.5	1.517e-05	1.6769e-10	-10.0	-2.5	-6.795543729886377e-08
24.0	1.5167e-05	1.6271e-10	-10.0	-2.5	-7.14095968688173e-08
24.5	1.5168e-05	1.6012e-10	-10.0	-2.5	-7.08635449871444e-08
25.0	1.5168e-05	1.5502e-10	-10.0	-2.5	-7.131728165384248e-08
25.5	1.5169e-05	1.5142e-10	-10.0	-2.5	-7.077080686891054e-08
26.0	1.5171e-05	1.4706e-10	-10.0	-2.5	-6.922412063235366e-08
26.5	1.5172e-05	1.4325e-10	-10.0	-2.5	-6.867722294416606e-08
27.0	1.5172e-05	1.406e-10	-10.0	-2.5	-6.913011380435114e-08
27.5	1.5173e-05	1.3824e-10	-10.0	-2.5	-6.858279321290789e-08
28.0	1.5173e-05	1.3655e-10	-10.0	-2.5	-6.903526116983731e-08
28.5	1.5176e-05	1.3297e-10	-10.0	-2.5	-6.64875176751374e-08
29.0	1.518e-05	1.3038e-10	-10.0	-2.5	-6.293956272881087e-08
29.5	1.5181e-05	1.266e-10	-10.0	-2.5	-6.239139633085631e-08
30.0	1.518e-05	1.2609e-10	-10.0	-2.5	-6.384301848127153e-08
30.5	1.5182e-05	1.2215e-10	-10.0	-2.5	-6.229442918005912e-08
31.0	1.5182e-05	1.2107e-10	-10.0	-2.5	-6.274562842721989e-08
31.5	1.5182e-05	1.1965e-10	-10.0	-2.5	-6.319661622275113e-08
32.0	1.5181e-05	1.171e-10	-10.0	-2.5	-6.464739256665504e-08
32.5	1.5183e-05	1.1552e-10	-10.0	-2.5	-6.309795745892963e-08
33.0	1.5185e-05	1.1563e-10	-10.0	-2.5	-6.154831089957808e-08
33.5	1.5188e-05	1.138e-10	-10.0	-2.5	-5.899845288859652e-08
34.0	1.519e-05	1.1227e-10	-10.0	-2.5	-5.7448383425987625e-08
34.5	1.5189e-05	1.0935e-10	-10.0	-2.5	-5.8898102511750706e-08
35.0	1.5192e-05	1.0786e-10	-10.0	-2.5	-5.634761014588566e-08
35.5	1.5193e-05	1.0716e-10	-10.0	-2.5	-5.579690632839209e-08
36.0	1.5193e-05	1.0539e-10	-10.0	-2.5	-5.6245991059269496e-08
36.5	1.5193e-05	1.034e-10	-10.0	-2.5	-5.669486433852077e-08
37.0	1.5192e-05	1.0293e-10	-10.0	-2.5	-5.814352616614302e-08
37.5	1.5192e-05	1.0135e-10	-10.0	-2.5	-5.8591976542136945e-08
38.0	1.5194e-05	1.0035e-10	-10.0	-2.5	-5.704021546650035e-08
38.5	1.5196e-05	9.8827e-11	-10.0	-2.5	-5.548824293923932e-08
39.0	1.52e-05	9.5917e-11	-10.0	-2.5	-5.1936058960347766e-08
39.5	1.5196e-05	9.7551e-11	-10.0	-2.5	-5.638366352983068e-08
40.0	1.5197e-05	9.4138e-11	-10.0	-2.5	-5.583105664768328e-08
40.5	1.5196e-05	9.4106e-11	-10.0	-2.5	-5.727823831390735e-08
41.0	1.52e-05	9.354e-11	-10.0	-2.5	-5.372520852850449e-08
41.5	1.5202e-05	9.2341e-11	-10.0	-2.5	-5.21719672914731e-08
42.0	1.5202e-05	9.1054e-11	-10.0	-2.5	-5.261851460281319e-08
42.5	1.5203e-05	9.0944e-11	-10.0	-2.5	-5.2064850462524957e-08
43.0	1.5204e-05	9.1239e-11	-10.0	-2.5	-5.1510974870608894e-08
43.5	1.5207e-05	8.9782e-11	-10.0	-2.5	-4.89568878270657e-08
44.0	1.521e-05	8.8842e-11	-10.0	-2.5	-4.6402589331892986e-08
44.5	1.5211e-05	8.8385e-11	-10.0	-2.5	-4.584807938509344e-08
