#scan;iMeasureCycle=1;iMux=0;time=0.143;N=42;LocalTime=20/12/2023 13:03:38;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
5;7.79E-10;0.303182;-0.5;-5.31E-10;0.303182;;;5;5.3101E-10;7.791E-10
4.49999;6.59E-10;0.479675;-0.499999;-4.74E-10;0.479675;;;4.49999;4.7405E-10;6.5856E-10
3.99999;6.04E-10;0.655803;-0.5;-4.50E-10;0.655803;;;3.99999;4.4963E-10;6.0362E-10
3.5;5.73E-10;0.850824;-0.500001;-4.44E-10;0.850824;;;3.5;4.4436E-10;5.7268E-10
3.00001;5.49E-10;1.026938;-0.500001;-6.48E-10;1.026938;;;3.00001;6.4789E-10;5.4939E-10
2.49999;5.40E-10;1.202934;-0.500001;-2.00E-09;1.202934;;;2.49999;1.99639E-09;5.3964E-10
2;5.21E-10;1.416247;-0.5;-5.97E-09;1.416247;;;2;5.9706E-09;5.2132E-10
1.5;5.10E-10;1.586339;-0.5;-1.63E-08;1.586339;;;1.5;1.6325E-08;5.0971E-10
0.99999;4.65E-10;1.742378;-0.5;-1.19E-07;1.742378;;;0.99999;1.19112E-07;4.6546E-10
0.49999;3.48E-11;1.898206;-0.5;-6.44E-07;1.898206;;;0.49999;6.43535E-07;3.481E-11
-1.00E-05;1.01E-10;2.051666;-0.5;-1.22E-06;2.051666;;;-1.00E-05;1.22431E-06;1.006E-10
-0.5;-4.05E-10;2.20147;-0.5;-1.70E-06;2.20147;;;-0.5;1.70086E-06;4.0507E-10
-1;-1.23E-09;2.381323;-0.5;-2.08E-06;2.381323;;;-1;2.07589E-06;1.2311E-09
-1.5;-2.41E-09;2.531235;-0.5;-2.38E-06;2.531235;;;-1.5;2.37946E-06;2.40835E-09
-2;-3.80E-09;2.681144;-0.5;-2.63E-06;2.681144;;;-2;2.63071E-06;3.80076E-09
-2.50001;-5.41E-09;2.83094;-0.5;-2.84E-06;2.83094;;;-2.50001;2.84083E-06;5.4128E-09
-3;-7.26E-09;2.986543;-0.5;-3.02E-06;2.986543;;;-3;3.01776E-06;7.26031E-09
-3.5;-9.34E-09;3.130422;-0.5;-3.17E-06;3.130422;;;-3.5;3.16802E-06;9.3436E-09
-4.00001;-1.16E-08;3.274351;-0.5;-3.30E-06;3.274351;;;-4.00001;3.29515E-06;1.16423E-08
-4.50001;-1.45E-08;3.41826;-0.5;-3.40E-06;3.41826;;;-4.50001;3.4045E-06;1.45058E-08
-5;-1.78E-08;3.562182;-0.5;-3.50E-06;3.562182;;;-5;3.49651E-06;1.77604E-08
-5;-1.81E-08;3.685697;-0.5;-3.50E-06;3.685697;;;-5;3.49635E-06;1.8093E-08
-4.5;-1.46E-08;3.82953;-0.5;-3.40E-06;3.82953;;;-4.5;3.40234E-06;1.46439E-08
-3.99999;-1.20E-08;3.982703;-0.5;-3.29E-06;3.982703;;;-3.99999;3.29262E-06;1.19527E-08
-3.50001;-9.56E-09;4.126614;-0.5;-3.16E-06;4.126614;;;-3.50001;3.16342E-06;9.5641E-09
-3.00001;-7.18E-09;4.276487;-0.5;-3.01E-06;4.276487;;;-3.00001;3.01283E-06;7.17837E-09
-2.5;-5.10E-09;4.426475;-0.5;-2.83E-06;4.426475;;;-2.5;2.83491E-06;5.09976E-09
-2;-3.10E-09;4.576468;-0.5;-2.62E-06;4.576468;;;-2;2.62435E-06;3.09543E-09
-1.5;-1.41E-09;4.726471;-0.5;-2.37E-06;4.726471;;;-1.5;2.37289E-06;1.40683E-09
-1.00001;-2.58E-10;4.897969;-0.5;-2.07E-06;4.897969;;;-1.00001;2.06845E-06;2.5777E-10
-0.50001;5.74E-10;5.047854;-0.5;-1.69E-06;5.047854;;;-0.50001;1.69292E-06;5.7374E-10
0;1.14E-09;5.198066;-0.5;-1.22E-06;5.198066;;;0;1.2173E-06;1.14427E-09
0.49999;1.30E-09;5.374832;-0.5;-6.37E-07;5.374832;;;0.49999;6.37418E-07;1.30208E-09
1.00001;1.45E-09;5.524778;-0.5;-1.16E-07;5.524778;;;1.00001;1.16001E-07;1.45076E-09
1.49999;1.18E-09;5.691814;-0.500001;-1.49E-08;5.691814;;;1.49999;1.49348E-08;1.18399E-09
1.99999;1.03E-09;5.90634;-0.500001;-5.30E-09;5.90634;;;1.99999;5.29607E-09;1.03483E-09
2.5;9.75E-10;6.082581;-0.500001;-1.84E-09;6.082581;;;2.5;1.83691E-09;9.7465E-10
2.99999;9.34E-10;6.258715;-0.5;-8.30E-10;6.258715;;;2.99999;8.2993E-10;9.3353E-10
3.5;8.99E-10;6.434978;-0.5;-7.00E-10;6.434978;;;3.5;7.004E-10;8.9851E-10
3.99999;8.75E-10;6.611064;-0.500001;-6.80E-10;6.611064;;;3.99999;6.7963E-10;8.7514E-10
4.5;8.50E-10;6.787245;-0.500001;-6.61E-10;6.787245;;;4.5;6.6118E-10;8.4999E-10
5;8.26E-10;6.964828;-0.5;-6.44E-10;6.964828;;;5;6.4372E-10;8.2621E-10
