#scan;iMeasureCycle=1;iMux=0;time=0.14;N=482;LocalTime=27/10/2023 10:51:48;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;Idrain^1/2 (A^1/2)
-55;-3.55E-09;74.847461;0.999999;2.13E-10;74.847461;;;1.45945E-05
-55.5;-3.60E-09;74.996564;0.999999;2.35E-10;74.996564;;;1.53297E-05
-56.0001;-3.62E-09;75.16766;0.999999;2.34E-10;75.16766;;;1.52971E-05
-56.5;-3.65E-09;75.316815;0.999999;2.46E-10;75.316815;;;1.56844E-05
-57;-3.67E-09;75.465886;0.999999;2.33E-10;75.465886;;;1.52643E-05
-57.5001;-3.70E-09;75.615034;0.999999;2.50E-10;75.615034;;;1.58114E-05
-58.0001;-3.74E-09;75.764132;0.999999;2.74E-10;75.764132;;;1.65529E-05
-58.5;-3.74E-09;75.913192;0.999999;2.50E-10;75.913192;;;1.58114E-05
-59.0001;-3.80E-09;76.079341;0.999999;2.85E-10;76.079341;;;1.68819E-05
-59.5;-3.77E-09;76.228465;0.999999;2.35E-10;76.228465;;;1.53297E-05
-60;-3.84E-09;76.377612;0.999999;2.66E-10;76.377612;;;1.63095E-05
