#scan;iMeasureCycle=1;iMux=0;time=0.15;N=482;LocalTime=27/10/2023 11:00:32
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s)
-60;-6.68E-09;0.310579;0.100001;8.17E-10;0.310579
-59.5;-5.80E-09;0.487606;0.0999998;6.17E-10;0.487606
-59;-5.29E-09;0.664338;0.1000003;5.72E-10;0.664338
-58.5;-4.75E-09;0.858353;0.1000001;4.25E-10;0.858353
-58;-4.35E-09;1.035003;0.1000005;3.36E-10;1.035003
-57.5;-4.13E-09;1.211685;0.0999999;3.27E-10;1.211685
-57.0001;-3.83E-09;1.424652;0.1;2.58E-10;1.424652
-56.5001;-3.61E-09;1.60126;0.0999999;2.09E-10;1.60126
-56;-3.45E-09;1.777912;0.0999996;1.85E-10;1.777912
-55.5;-3.30E-09;1.954518;0.0999998;1.61E-10;1.954518
-55;-3.18E-09;2.131197;0.1000002;1.56E-10;2.131197
-54.5;-3.07E-09;2.307804;0.1000003;1.48E-10;2.307804
-54;-2.96E-09;2.486211;0.0999999;1.30E-10;2.486211
-53.5001;-2.86E-09;2.662779;0.1000001;1.22E-10;2.662779
-53.0001;-2.77E-09;2.864062;0.0999999;1.13E-10;2.864062
-52.5;-2.68E-09;3.040634;0.0999998;1.05E-10;3.040634
-52;-2.60E-09;3.217135;0.0999999;9.78E-11;3.217135
-51.5;-2.52E-09;3.430584;0.1;8.67E-11;3.430584
-51;-2.45E-09;3.607172;0.0999997;8.65E-11;3.607172
-50.5;-2.38E-09;3.783682;0.0999999;8.17E-11;3.783682
-50;-2.30E-09;3.960288;0.1;7.15E-11;3.960288
-49.5001;-2.26E-09;4.136912;0.0999998;7.28E-11;4.136912
-49.0001;-2.19E-09;4.313406;0.0999999;6.92E-11;4.313406
-48.5001;-2.14E-09;4.491757;0.1;6.90E-11;4.491757
-48.0001;-2.09E-09;4.668395;0.0999998;6.71E-11;4.668395
-47.5;-2.05E-09;4.869764;0.0999998;6.72E-11;4.869764
-47.0001;-1.99E-09;5.046297;0.1000001;6.53E-11;5.046297
-46.5001;-1.93E-09;5.222815;0.1;6.23E-11;5.222815
-46;-1.89E-09;5.436179;0.0999999;5.76E-11;5.436179
-45.5001;-1.84E-09;5.612804;0.1;5.83E-11;5.612804
-45.0001;-1.79E-09;5.789289;0.1;5.49E-11;5.789289
-44.5;-1.75E-09;5.965683;0.0999996;5.74E-11;5.965683
-44.0001;-1.70E-09;6.142346;0.1000001;5.28E-11;6.142346
-43.5;-1.66E-09;6.31873;0.0999999;5.00E-11;6.31873
-43;-1.62E-09;6.497449;0.1000001;4.97E-11;6.497449
-42.5001;-1.57E-09;6.673926;0.1000001;4.61E-11;6.673926
-42.0001;-1.54E-09;6.850635;0.0999999;4.92E-11;6.850635
-41.5001;-1.50E-09;7.03218;0.0999996;4.67E-11;7.03218
-41;-1.46E-09;7.208483;0.1;4.76E-11;7.208483
-40.5;-1.43E-09;7.416609;0.0999998;4.37E-11;7.416609
-40.0001;-1.40E-09;7.593112;0.1000001;4.52E-11;7.593112
-39.5001;-1.36E-09;7.769526;0.1;4.43E-11;7.769526
-39.0001;-1.32E-09;7.946066;0.0999999;4.18E-11;7.946066
-38.5001;-1.28E-09;8.122521;0.0999999;4.39E-11;8.122521
-38.0001;-1.24E-09;8.298847;0.1;4.07E-11;8.298847
-37.5001;-1.21E-09;8.475448;0.1000001;4.28E-11;8.475448
-37;-1.18E-09;8.65182;0.1;4.32E-11;8.65182
-36.5001;-1.15E-09;8.828272;0.0999998;4.20E-11;8.828272
-36;-1.11E-09;9.006543;0.0999997;4.03E-11;9.006543
-35.5;-1.08E-09;9.182858;0.0999999;4.14E-11;9.182858
-35.0001;-1.06E-09;9.383713;0.1;3.97E-11;9.383713
-34.5001;-1.02E-09;9.560197;0.0999999;3.76E-11;9.560197
-34.0001;-9.97E-10;9.736448;0.1000001;4.08E-11;9.736448
-33.5001;-9.68E-10;9.949869;0.0999998;3.52E-11;9.949869
-33;-9.30E-10;10.126475;0.0999999;3.58E-11;10.126475
-32.5001;-9.02E-10;10.302761;0.1;3.50E-11;10.302761
-32;-8.63E-10;10.479172;0.1;3.28E-11;10.479172
-31.5;-8.36E-10;10.65552;0.0999997;3.41E-11;10.65552
-31.0001;-8.18E-10;10.83179;0.1000001;3.76E-11;10.83179
-30.5001;-7.78E-10;11.008228;0.1;3.27E-11;11.008228
-30;-7.50E-10;11.184508;0.0999999;3.20E-11;11.184508
-29.5;-7.23E-10;11.360709;0.1;3.25E-11;11.360709
-29;-6.99E-10;11.545767;0.0999999;3.31E-11;11.545767
-28.5;-6.71E-10;11.722083;0.1;3.35E-11;11.722083
-28.0001;-6.50E-10;11.926307;0.1;3.21E-11;11.926307
-27.5;-6.22E-10;12.102617;0.1;3.30E-11;12.102617
-27;-5.89E-10;12.278901;0.1000001;3.17E-11;12.278901
-26.5001;-5.64E-10;12.460689;0.0999998;3.26E-11;12.460689
-26.0001;-5.39E-10;12.637035;0.0999998;3.39E-11;12.637035
-25.5001;-5.08E-10;12.813321;0.1;3.14E-11;12.813321
-25.0001;-4.83E-10;12.989619;0.0999999;3.39E-11;12.989619
-24.5;-4.56E-10;13.166164;0.1000001;3.43E-11;13.166164
-24;-4.37E-10;13.342359;0.0999998;3.81E-11;13.342359
-23.5;-4.04E-10;13.52046;0.1000001;3.67E-11;13.52046
-23;-3.80E-10;13.696672;0.0999998;3.99E-11;13.696672
-22.5001;-3.62E-10;13.897624;0.1000001;4.15E-11;13.897624
-22;-3.30E-10;14.073954;0.0999999;4.70E-11;14.073954
-21.5;-3.09E-10;14.250186;0.0999998;5.51E-11;14.250186
-21;-2.95E-10;14.459145;0.1;6.16E-11;14.459145
-20.5001;-2.72E-10;14.635356;0.1;7.63E-11;14.635356
-20.0001;-2.36E-10;14.81153;0.1000001;9.12E-11;14.81153
-19.5;-2.19E-10;14.987659;0.1000002;1.14E-10;14.987659
-19;-2.00E-10;15.163838;0.1;1.41E-10;15.163838
-18.5;-1.72E-10;15.339943;0.1;1.71E-10;15.339943
-18.0001;-1.51E-10;15.516854;0.1000001;2.13E-10;15.516854
-17.5;-1.28E-10;15.692955;0.1000001;2.63E-10;15.692955
-17.0001;-1.13E-10;15.869068;0.1000002;3.23E-10;15.869068
-16.5;-8.80E-11;16.059458;0.0999999;3.87E-10;16.059458
-16;-6.60E-11;16.235499;0.1000003;4.76E-10;16.235499
-15.5001;-6.52E-11;16.445579;0.1000002;5.67E-10;16.445579
-15.0001;-3.80E-11;16.621802;0.0999999;6.93E-10;16.621802
-14.5001;-1.84E-11;16.797871;0.1;8.45E-10;16.797871
-14;8.08E-12;16.975025;0.1000001;1.02E-09;16.975025
-13.5;2.17E-11;17.151412;0.1000001;1.23E-09;17.151412
-13.0001;3.92E-11;17.327462;0.1000003;1.44E-09;17.327462
-12.5001;5.95E-11;17.50367;0.1000001;1.69E-09;17.50367
-12.0001;7.71E-11;17.679747;0.1000003;2.01E-09;17.679747
-11.5001;9.55E-11;17.855801;0.1000003;2.33E-09;17.855801
-11;1.12E-10;18.033817;0.1000002;2.71E-09;18.033817
-10.5;1.34E-10;18.210029;0.1;3.16E-09;18.210029
-10;1.38E-10;18.410649;0.1000002;3.54E-09;18.410649
-9.5;1.62E-10;18.586713;0.1000001;4.06E-09;18.586713
-9.0001;1.77E-10;18.762717;0.1000001;4.67E-09;18.762717
-8.5;1.81E-10;18.976748;0.1;5.23E-09;18.976748
