#scan	iMeasureCycle=1	iMux=0	time=0.138	N=482	LocalTime=31/10/2023 11:32:20
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-60.0001	-4.34021E-09	0.298624	0.2000007	1.0603E-10	0.298624
-59.5001	-3.45796E-09	0.420158	0.1999997	-1.481E-11	0.420158
-59.0001	-2.70115E-09	0.54133	0.1999998	-4.29E-11	0.54133
-58.5001	-2.37652E-09	0.662549	0.1999999	-6.45E-11	0.662549
-58.0001	-2.12943E-09	0.783744	0.1999998	-4.407E-11	0.783744
-57.5001	-1.91891E-09	0.904952	0.1999999	-5.189E-11	0.904952
-57.0001	-1.63821E-09	1.026232	0.1999998	-8.05E-11	1.026232
-56.5001	-1.56642E-09	1.147406	0.2	-6.538E-11	1.147406
-56.0001	-1.38235E-09	1.268626	0.1999996	-6.83E-11	1.268626
-55.5001	-1.25114E-09	1.389824	0.2	-6.414E-11	1.389824
-55.0001	-1.19252E-09	1.511039	0.1999996	-6.697E-11	1.511039
-54.5001	-1.13095E-09	1.63228	0.1999999	-7.436E-11	1.63228
-54.0001	-1.05681E-09	1.75349	0.2	-7.02E-11	1.75349
-53.5001	-1.01944E-09	1.874673	0.1999998	-7.653E-11	1.874673
-53.0001	-9.7148E-10	1.995898	0.1999998	-7.872E-11	1.995898
-52.5001	-9.4238E-10	2.117098	0.1999994	-7.592E-11	2.117098
-52	-9.6724E-10	2.266207	0.2000001	-4.782E-11	2.266207
-51.5001	-7.8787E-10	2.387406	0.1999999	-6.863E-11	2.387406
-51.0001	-8.8338E-10	2.536412	0.1999998	-3.166E-11	2.536412
-50.5	-8.436E-10	2.685427	0.1999997	-2.918E-11	2.685427
-50.0001	-8.3601E-10	2.851062	0.1999998	-2.053E-11	2.851062
-49.5001	-7.7045E-10	3.000172	0.2	-3.295E-11	3.000172
-49	-7.3793E-10	3.149158	0.2	-3.493E-11	3.149158
-48.5001	-7.1768E-10	3.2982	0.2000001	-3.164E-11	3.2982
-48.0001	-6.927E-10	3.447205	0.2	-3.028E-11	3.447205
-47.5001	-6.6019E-10	3.596354	0.2000001	-2.862E-11	3.596354
-47.0001	-6.2849E-10	3.745455	0.2	-2.919E-11	3.745455
-46.5	-6.0197E-10	3.89444	0.1999999	-3.023E-11	3.89444
-46	-5.8055E-10	4.043465	0.1999997	-3.352E-11	4.043465
-45.5001	-5.6344E-10	4.192441	0.1999998	-3.234E-11	4.192441
-45	-5.9551E-10	4.368384	0.1999998	-1.763E-11	4.368384
-44.5	-5.2655E-10	4.517348	0.1999998	-3.06E-11	4.517348
-44	-5.0072E-10	4.666255	0.2	-3.475E-11	4.666255
-43.5001	-4.9894E-10	4.815255	0.2000001	-3.153E-11	4.815255
-43.0001	-4.72E-10	4.985089	0.1999998	-3.326E-11	4.985089
-42.5	-4.555E-10	5.134041	0.1999997	-3.344E-11	5.134041
-42	-4.3577E-10	5.283026	0.2	-3.353E-11	5.283026
-41.5001	-4.2165E-10	5.431916	0.2	-3.383E-11	5.431916
-41	-4.0482E-10	5.581024	0.2	-3.186E-11	5.581024
-40.5	-3.834E-10	5.730192	0.2000001	-3.334E-11	5.730192
-40	-4.2825E-10	5.898613	0.1999999	-1.917E-11	5.898613
-39.5	-3.616E-10	6.047541	0.2	-3.265E-11	6.047541
-39.0001	-3.4403E-10	6.196558	0.2000001	-3.229E-11	6.196558
-38.5	-3.8294E-10	6.36981	0.2000001	-1.547E-11	6.36981
-38.0001	-3.2097E-10	6.518732	0.2	-3.268E-11	6.518732
-37.5	-3.0296E-10	6.667601	0.1999998	-3.307E-11	6.667601
-37	-2.8829E-10	6.816408	0.2	-3.464E-11	6.816408
-36.5	-2.7789E-10	6.990067	0.1999998	-3.399E-11	6.990067
-36	-2.6286E-10	7.138855	0.2	-3.356E-11	7.138855
-35.5001	-2.5577E-10	7.28772	0.1999999	-3.311E-11	7.28772
-35.0001	-2.3686E-10	7.436558	0.2	-3.315E-11	7.436558
-34.5	-2.2717E-10	7.585492	0.1999999	-3.326E-11	7.585492
-34.0001	-2.1781E-10	7.734452	0.1999999	-3.318E-11	7.734452
-33.5001	-2.4293E-10	7.899487	0.2000001	-2.292E-11	7.899487
-33.0001	-1.9419E-10	8.048284	0.1999998	-3.357E-11	8.048284
-32.5001	-1.8287E-10	8.197119	0.1999999	-3.345E-11	8.197119
-32.0001	-2.135E-10	8.365012	0.1999998	-2.131E-11	8.365012
-31.5	-1.5778E-10	8.51387	0.1999999	-3.451E-11	8.51387
-31.0001	-1.4637E-10	8.66273	0.2	-3.375E-11	8.66273
-30.5001	-1.3368E-10	8.811482	0.1999999	-3.456E-11	8.811482
-30.0001	-1.26E-10	8.960315	0.2	-3.428E-11	8.960315
-29.5	-1.1181E-10	9.10915	0.1999998	-3.515E-11	9.10915
-29.0001	-1.0163E-10	9.257944	0.2	-3.538E-11	9.257944
-28.5001	-9.644E-11	9.408242	0.1999999	-3.415E-11	9.408242
-28	-8.171E-11	9.557002	0.2	-3.51E-11	9.557002
-27.5001	-6.799E-11	9.705872	0.1999999	-3.419E-11	9.705872
-27	-1.1644E-10	9.882684	0.1999998	-1.653E-11	9.882684
-26.5	-4.777E-11	10.031541	0.1999999	-3.437E-11	10.031541
-26	-2.902E-11	10.180274	0.1999999	-3.471E-11	10.180274
-25.5001	8.03E-12	10.329148	0.1999999	-3.494E-11	10.329148
-25	7.88E-11	10.498816	0.2	-3.311E-11	10.498816
-24.5001	1.6555E-10	10.647589	0.1999999	-3.5E-11	10.647589
-24.0001	2.8632E-10	10.796377	0.2	-4.153E-11	10.796377
-23.5001	3.5972E-10	10.945389	0.2	-4.074E-11	10.945389
-23	5.0004E-10	11.094156	0.2000002	-4.018E-11	11.094156
-22.5	5.5526E-10	11.242872	0.2	-5.188E-11	11.242872
-22	4.9228E-10	11.408064	0.1999999	-3.854E-11	11.408064
-21.5	5.5217E-10	11.55686	0.2	-5.026E-11	11.55686
-21	5.4367E-10	11.705447	0.1999998	-6.083E-11	11.705447
-20.5001	4.571E-10	11.873809	0.2	-5.541E-11	11.873809
-20	5.1436E-10	12.022499	0.2	-6.896E-11	12.022499
-19.5	4.7184E-10	12.171132	0.1999999	-6.065E-11	12.171132
-19	4.6259E-10	12.319819	0.1999999	-6.006E-11	12.319819
-18.5	4.8073E-10	12.4684	0.2	-6.733E-11	12.4684
-18.0001	4.3832E-10	12.617206	0.1999998	-7.294E-11	12.617206
-17.5001	4.1414E-10	12.765851	0.1999999	-7.063E-11	12.765851
-17.0001	3.8889E-10	12.914501	0.2000001	-7.014E-11	12.914501
-16.5001	3.7487E-10	13.063098	0.1999999	-6.696E-11	13.063098
-16	3.6583E-10	13.211671	0.2	-6.74E-11	13.211671
-15.5001	2.6499E-10	13.37803	0.2000001	-4.565E-11	13.37803
-15	3.5173E-10	13.526738	0.2	-6.414E-11	13.526738
-14.5001	3.5531E-10	13.675353	0.2	-6.348E-11	13.675353
-14	3.5039E-10	13.823971	0.1999996	-6.041E-11	13.823971
-13.5	3.479E-10	13.972625	0.2000001	-5.813E-11	13.972625
-13	3.4627E-10	14.121329	0.1999999	-5.674E-11	14.121329
-12.5001	3.529E-10	14.2699	0.1999999	-5.621E-11	14.2699
-12	3.3251E-10	14.421129	0.1999999	-4.913E-11	14.421129
-11.5001	3.5655E-10	14.569806	0.2	-5.113E-11	14.569806
-11.0001	3.4848E-10	14.718416	0.1999999	-4.219E-11	14.718416
-10.5001	2.4167E-10	14.891705	0.1999999	-1.675E-11	14.891705
-10.0001	3.471E-10	15.040321	0.1999999	-3.614E-11	15.040321
