#scan;iMeasureCycle=1;iMux=0;time=0.134;N=492;LocalTime=21/12/2023 14:12:31;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
9.99999;1.35E-08;0.28811;-1.00E-05;-7.34E-12;0.28811;;;-1.00E-05;7.34E-12
9.99999;1.32E-08;0.410817;-0.5;-1.05E-09;0.410817;;;-0.5;1.0468E-09
9.99999;1.30E-08;0.533274;-1;-3.75E-09;0.533274;;;-1;3.75122E-09
9.99999;1.27E-08;0.683041;-1.5;-7.95E-09;0.683041;;;-1.5;7.95086E-09
9.99999;1.25E-08;0.865255;-2;-1.34E-08;0.865255;;;-2;1.34258E-08
9.99999;1.24E-08;0.988794;-2.5;-1.98E-08;0.988794;;;-2.5;1.98056E-08
9.99999;1.24E-08;1.112275;-3;-2.72E-08;1.112275;;;-3;2.71561E-08
9.99999;1.24E-08;1.235868;-3.5;-3.51E-08;1.235868;;;-3.5;3.5115E-08
9.99999;1.22E-08;1.359382;-4;-4.37E-08;1.359382;;;-4;4.37153E-08
9.99999;1.28E-08;1.482914;-4.49999;-5.37E-08;1.482914;;;-4.49999;5.36761E-08
9.99999;1.22E-08;1.606424;-5;-6.29E-08;1.606424;;;-5;6.28663E-08
9.99999;1.25E-08;1.729912;-5.49999;-7.32E-08;1.729912;;;-5.49999;7.32395E-08
9.99999;1.16E-08;1.853417;-6;-8.32E-08;1.853417;;;-6;8.32322E-08
9.99999;1.23E-08;1.976979;-6.5;-9.57E-08;1.976979;;;-6.5;9.57097E-08
9.99996;1.39E-08;2.106409;-7;-1.12E-07;2.106409;;;-7;1.11798E-07
10.00002;9.22E-09;2.22989;-7.5;-1.26E-07;2.22989;;;-7.5;1.25818E-07
9.99997;7.15E-09;2.380396;-8;-1.58E-07;2.380396;;;-8;1.57516E-07
10.00013;1.81E-08;2.524275;-8.5;-2.32E-07;2.524275;;;-8.5;2.32011E-07
9.99999;2.88E-08;2.672348;-9;-2.90E-07;2.672348;;;-9;2.89734E-07
10.00025;2.72E-09;2.8132;-9.5;-3.02E-07;2.8132;;;-9.5;3.02286E-07
9.99995;2.72E-08;2.964616;-10;-3.13E-07;2.964616;;;-10;3.13157E-07
9.99993;5.44E-10;3.088143;-10.5;-3.35E-07;3.088143;;;-10.5;3.34766E-07
10.00021;-1.56E-08;3.266117;-11.00001;-3.27E-07;3.266117;;;-11.00001;3.26503E-07
10;2.30E-08;3.434513;-11.50001;-4.66E-07;3.434513;;;-11.50001;4.6556E-07
9.99976;1.15E-08;3.609684;-11.99999;-4.75E-07;3.609684;;;-11.99999;4.75399E-07
10.00001;9.65E-09;3.733162;-12.5;-4.80E-07;3.733162;;;-12.5;4.7956E-07
9.99985;1.31E-08;3.880051;-13;-5.01E-07;3.880051;;;-13;5.0053E-07
10.00004;1.27E-08;4.003602;-13.5;-5.07E-07;4.003602;;;-13.5;5.06506E-07
10.00006;1.00E-08;4.127098;-14;-5.11E-07;4.127098;;;-14;5.10966E-07
10.00011;7.29E-09;4.250634;-14.5;-5.15E-07;4.250634;;;-14.5;5.14578E-07
9.99998;2.23E-08;4.374147;-15;-5.42E-07;4.374147;;;-15;5.42245E-07
9.99994;4.35E-09;4.497696;-15.5;-5.26E-07;4.497696;;;-15.5;5.26171E-07
10;2.92E-08;4.671939;-16.00002;-5.63E-07;4.671939;;;-16.00002;5.6314E-07
10.00011;1.57E-08;4.812789;-16.50001;-5.52E-07;4.812789;;;-16.50001;5.52199E-07
10.00001;8.57E-09;4.977486;-16.99999;-5.28E-07;4.977486;;;-16.99999;5.27702E-07
9.99999;1.19E-08;5.127258;-17.5;-5.78E-07;5.127258;;;-17.5;5.77667E-07
9.99999;1.18E-08;5.277054;-18;-5.86E-07;5.277054;;;-18;5.85747E-07
10;1.17E-08;5.426808;-18.5;-5.94E-07;5.426808;;;-18.5;5.93578E-07
9.99999;1.16E-08;5.577448;-19;-6.01E-07;5.577448;;;-19;6.00867E-07
9.99999;1.16E-08;5.727167;-19.5;-6.08E-07;5.727167;;;-19.5;6.08078E-07
9.99999;1.15E-08;5.884738;-20;-6.15E-07;5.884738;;;-20;6.14665E-07
9.99999;1.14E-08;6.008285;-20;-6.19E-07;6.008285;;;-20;6.18935E-07
10;1.14E-08;6.15211;-19.5;-6.22E-07;6.15211;;;-19.5;6.21841E-07
9.99999;1.13E-08;6.296025;-19;-6.25E-07;6.296025;;;-19;6.24779E-07
9.99999;1.13E-08;6.439874;-18.5;-6.27E-07;6.439874;;;-18.5;6.27225E-07
9.99999;1.13E-08;6.583904;-18;-6.30E-07;6.583904;;;-18;6.29625E-07
10;1.12E-08;6.727755;-17.5;-6.32E-07;6.727755;;;-17.5;6.32326E-07
9.99999;1.11E-08;6.885022;-17;-6.35E-07;6.885022;;;-17;6.34617E-07
9.99999;1.11E-08;7.02889;-16.5;-6.36E-07;7.02889;;;-16.5;6.36464E-07
9.99999;1.10E-08;7.172728;-16;-6.38E-07;7.172728;;;-16;6.378E-07
9.99999;1.10E-08;7.316553;-15.5;-6.39E-07;7.316553;;;-15.5;6.39341E-07
10;1.09E-08;7.475583;-15;-6.41E-07;7.475583;;;-15;6.41326E-07
9.99999;1.09E-08;7.619488;-14.5;-6.42E-07;7.619488;;;-14.5;6.41904E-07
9.99999;1.08E-08;7.763328;-14;-6.43E-07;7.763328;;;-14;6.43038E-07
9.99999;1.08E-08;7.907174;-13.5;-6.43E-07;7.907174;;;-13.5;6.43378E-07
9.99999;1.08E-08;8.051135;-13;-6.44E-07;8.051135;;;-13;6.44329E-07
9.99999;1.07E-08;8.194924;-12.5;-6.44E-07;8.194924;;;-12.5;6.44461E-07
9.99999;1.07E-08;8.363766;-12;-6.45E-07;8.363766;;;-12;6.45003E-07
10;1.06E-08;8.507679;-11.5;-6.45E-07;8.507679;;;-11.5;6.44675E-07
9.99999;1.05E-08;8.651528;-11;-6.44E-07;8.651528;;;-11;6.43546E-07
9.99999;1.05E-08;8.795338;-10.5;-6.41E-07;8.795338;;;-10.5;6.41318E-07
9.99999;1.04E-08;8.9393;-10;-6.40E-07;8.9393;;;-10;6.39603E-07
9.99999;1.02E-08;9.083239;-9.5;-6.37E-07;9.083239;;;-9.5;6.36987E-07
9.99999;9.97E-09;9.227054;-9;-6.33E-07;9.227054;;;-9;6.33312E-07
10;9.78E-09;9.386915;-8.5;-6.29E-07;9.386915;;;-8.5;6.29203E-07
9.99999;9.55E-09;9.530797;-8;-6.24E-07;9.530797;;;-8;6.23606E-07
10;9.52E-09;9.674719;-7.5;-6.17E-07;9.674719;;;-7.5;6.17323E-07
10;9.79E-09;9.818505;-7;-6.10E-07;9.818505;;;-7;6.09831E-07
9.99999;1.00E-08;9.980622;-6.5;-6.00E-07;9.980622;;;-6.5;6.00352E-07
9.99999;1.00E-08;10.124486;-6;-5.89E-07;10.124486;;;-6;5.88526E-07
9.99999;9.97E-09;10.268434;-5.5;-5.74E-07;10.268434;;;-5.5;5.7366E-07
9.99999;9.88E-09;10.4123;-5;-5.56E-07;10.4123;;;-5;5.55579E-07
9.99999;9.83E-09;10.556191;-4.5;-5.33E-07;10.556191;;;-4.5;5.33061E-07
10;9.73E-09;10.700198;-4;-5.06E-07;10.700198;;;-4;5.05676E-07
9.99999;9.63E-09;10.87332;-3.5;-4.72E-07;10.87332;;;-3.5;4.71764E-07
10;9.50E-09;11.01718;-3;-4.31E-07;11.01718;;;-3;4.3083E-07
9.99999;9.37E-09;11.161063;-2.5;-3.81E-07;11.161063;;;-2.5;3.81304E-07
9.99999;9.22E-09;11.30491;-2;-3.22E-07;11.30491;;;-2;3.22261E-07
10;9.04E-09;11.448762;-1.5;-2.53E-07;11.448762;;;-1.5;2.52825E-07
9.99999;8.86E-09;11.592698;-1;-1.74E-07;11.592698;;;-1;1.73713E-07
9.99999;8.68E-09;11.748489;-0.5;-8.78E-08;11.748489;;;-0.5;8.7791E-08
9.99999;8.46E-09;11.923037;0;-4.78E-09;11.923037;;;0;4.77941E-09
5;1.63E-09;12.099173;-1.00E-05;-5.85E-10;12.099173;;;-1.00E-05;5.8536E-10
5;3.33E-09;12.252276;-0.5;-9.03E-07;12.252276;;;-0.5;9.0261E-07
4.99999;4.01E-09;12.402132;-1;-1.77E-06;12.402132;;;-1;1.76648E-06
5;4.49E-09;12.552012;-1.5;-2.58E-06;12.552012;;;-1.5;2.57545E-06
5;4.87E-09;12.702063;-2;-3.32E-06;12.702063;;;-2;3.32173E-06
5;5.17E-09;12.876227;-2.5;-4.00E-06;12.876227;;;-2.5;4.00165E-06
5;5.48E-09;13.026029;-3;-4.62E-06;13.026029;;;-3;4.6181E-06
5;5.74E-09;13.175914;-3.5;-5.17E-06;13.175914;;;-3.5;5.17283E-06
5;5.95E-09;13.325799;-4;-5.67E-06;13.325799;;;-4;5.66776E-06
4.99999;6.15E-09;13.495332;-4.5;-6.10E-06;13.495332;;;-4.5;6.10237E-06
5;6.33E-09;13.645103;-5;-6.49E-06;13.645103;;;-5;6.48861E-06
4.99999;6.49E-09;13.794922;-5.5;-6.83E-06;13.794922;;;-5.5;6.82691E-06
4.99999;6.62E-09;13.944849;-6;-7.12E-06;13.944849;;;-6;7.12299E-06
5;6.74E-09;14.095352;-6.5;-7.38E-06;14.095352;;;-6.5;7.38301E-06
5;6.84E-09;14.245146;-7;-7.61E-06;14.245146;;;-7;7.60827E-06
4.99999;6.90E-09;14.410218;-7.5;-7.81E-06;14.410218;;;-7.5;7.80699E-06
5;6.98E-09;14.560055;-8;-7.98E-06;14.560055;;;-8;7.98041E-06
5;7.03E-09;14.709859;-8.5;-8.13E-06;14.709859;;;-8.5;8.13463E-06
5;7.06E-09;14.880903;-9;-8.27E-06;14.880903;;;-9;8.26749E-06
5;7.11E-09;15.030788;-9.5;-8.39E-06;15.030788;;;-9.5;8.38821E-06
5;7.14E-09;15.180635;-10;-8.49E-06;15.180635;;;-10;8.49497E-06
5;7.15E-09;15.330523;-10.5;-8.59E-06;15.330523;;;-10.5;8.58969E-06
5;7.20E-09;15.500424;-11;-8.68E-06;15.500424;;;-11;8.67746E-06
4.99999;7.27E-09;15.650204;-11.5;-8.76E-06;15.650204;;;-11.5;8.75542E-06
5;7.39E-09;15.800153;-12;-8.83E-06;15.800153;;;-12;8.82616E-06
4.99999;7.49E-09;15.950101;-12.5;-8.89E-06;15.950101;;;-12.5;8.89249E-06
5;7.56E-09;16.100021;-13;-8.95E-06;16.100021;;;-13;8.95262E-06
4.99999;7.55E-09;16.249799;-13.5;-9.01E-06;16.249799;;;-13.5;9.0076E-06
5;7.49E-09;16.415066;-14;-9.06E-06;16.415066;;;-14;9.05779E-06
5;7.47E-09;16.564918;-14.5;-9.11E-06;16.564918;;;-14.5;9.10792E-06
4.99999;7.39E-09;16.71474;-15;-9.15E-06;16.71474;;;-15;9.15263E-06
5;7.29E-09;16.885928;-15.5;-9.20E-06;16.885928;;;-15.5;9.19706E-06
4.99999;7.27E-09;17.035766;-16;-9.24E-06;17.035766;;;-16;9.23671E-06
5;7.21E-09;17.185599;-16.5;-9.27E-06;17.185599;;;-16.5;9.2739E-06
4.99999;7.16E-09;17.335449;-17;-9.31E-06;17.335449;;;-17;9.31089E-06
4.99999;7.12E-09;17.505261;-17.5;-9.35E-06;17.505261;;;-17.5;9.34528E-06
5;7.08E-09;17.655041;-18;-9.38E-06;17.655041;;;-18;9.37757E-06
5;7.04E-09;17.804844;-18.5;-9.41E-06;17.804844;;;-18.5;9.41169E-06
4.99999;7.03E-09;17.954709;-19;-9.44E-06;17.954709;;;-19;9.44098E-06
4.99999;7.00E-09;18.104657;-19.5;-9.47E-06;18.104657;;;-19.5;9.47043E-06
4.99999;6.95E-09;18.254414;-20;-9.50E-06;18.254414;;;-20;9.49909E-06
4.99999;6.92E-09;18.392591;-20;-9.51E-06;18.392591;;;-20;9.5057E-06
4.99999;6.88E-09;18.542506;-19.5;-9.49E-06;18.542506;;;-19.5;9.48856E-06
4.99999;6.86E-09;18.692404;-19;-9.47E-06;18.692404;;;-19;9.47058E-06
5;6.83E-09;18.842233;-18.5;-9.45E-06;18.842233;;;-18.5;9.44678E-06
5;6.78E-09;19.008898;-18;-9.42E-06;19.008898;;;-18;9.42452E-06
5;6.74E-09;19.20296;-17.5;-9.40E-06;19.20296;;;-17.5;9.40064E-06
5;6.72E-09;19.352821;-17;-9.37E-06;19.352821;;;-17;9.37497E-06
5;6.69E-09;19.511457;-16.5;-9.35E-06;19.511457;;;-16.5;9.34717E-06
4.99999;6.64E-09;19.661265;-16;-9.32E-06;19.661265;;;-16;9.31622E-06
5;6.59E-09;19.811071;-15.5;-9.28E-06;19.811071;;;-15.5;9.28342E-06
4.99999;6.51E-09;19.961082;-15;-9.25E-06;19.961082;;;-15;9.24867E-06
5;6.35E-09;20.110958;-14.5;-9.21E-06;20.110958;;;-14.5;9.21298E-06
4.99999;6.12E-09;20.260753;-14;-9.17E-06;20.260753;;;-14;9.17034E-06
5;5.94E-09;20.425269;-13.5;-9.12E-06;20.425269;;;-13.5;9.1249E-06
5;5.77E-09;20.5751;-13;-9.07E-06;20.5751;;;-13;9.07427E-06
4.99999;5.88E-09;20.724945;-12.5;-9.02E-06;20.724945;;;-12.5;9.02107E-06
4.99999;6.29E-09;20.896244;-12;-8.96E-06;20.896244;;;-12;8.9606E-06
4.99999;6.34E-09;21.046074;-11.5;-8.89E-06;21.046074;;;-11.5;8.89346E-06
4.99999;6.34E-09;21.195933;-11;-8.82E-06;21.195933;;;-11;8.81777E-06
4.99999;6.28E-09;21.345807;-10.5;-8.74E-06;21.345807;;;-10.5;8.73543E-06
4.99999;6.22E-09;21.515395;-10;-8.64E-06;21.515395;;;-10;8.6406E-06
4.99999;6.16E-09;21.665272;-9.5;-8.53E-06;21.665272;;;-9.5;8.53422E-06
5;6.09E-09;21.815097;-9;-8.41E-06;21.815097;;;-9;8.41423E-06
4.99999;6.00E-09;21.965045;-8.5;-8.27E-06;21.965045;;;-8.5;8.27493E-06
4.99999;5.90E-09;22.116438;-8;-8.12E-06;22.116438;;;-8;8.11654E-06
5;5.77E-09;22.266249;-7.5;-7.94E-06;22.266249;;;-7.5;7.93533E-06
5;5.66E-09;22.425875;-7;-7.73E-06;22.425875;;;-7;7.72584E-06
4.99999;5.51E-09;22.575709;-6.5;-7.49E-06;22.575709;;;-6.5;7.48906E-06
5;5.36E-09;22.725632;-6;-7.22E-06;22.725632;;;-6;7.21608E-06
5;5.21E-09;22.901169;-5.5;-6.90E-06;22.901169;;;-5.5;6.90105E-06
4.99999;5.01E-09;23.050995;-5;-6.54E-06;23.050995;;;-5;6.54343E-06
4.99999;4.79E-09;23.200863;-4.5;-6.14E-06;23.200863;;;-4.5;6.13687E-06
5;4.58E-09;23.350721;-4;-5.68E-06;23.350721;;;-4;5.6772E-06
5;4.36E-09;23.5203;-3.5;-5.16E-06;23.5203;;;-3.5;5.1589E-06
4.99999;4.11E-09;23.670103;-3;-4.58E-06;23.670103;;;-3;4.5838E-06
4.99999;3.82E-09;23.819907;-2.5;-3.95E-06;23.819907;;;-2.5;3.94813E-06
4.99999;3.54E-09;23.969769;-2;-3.25E-06;23.969769;;;-2;3.25319E-06
5;3.21E-09;24.119644;-1.5;-2.50E-06;24.119644;;;-1.5;2.50015E-06
5;2.89E-09;24.269379;-1;-1.70E-06;24.269379;;;-1;1.69642E-06
5;2.58E-09;24.438359;-0.5;-8.53E-07;24.438359;;;-0.5;8.53239E-07
4.99999;2.22E-09;24.611411;-1.00E-05;-5.78E-10;24.611411;;;-1.00E-05;5.7797E-10
-1.90E-06;-8.57E-09;24.781464;0;5.85E-09;24.781464;;;0;5.85114E-09
1.00E-07;-6.37E-09;24.94625;-0.5;-2.28E-06;24.94625;;;-0.5;2.27838E-06
