#scan;iMeasureCycle=1;iMux=0;time=0.136;N=142;LocalTime=21/12/2023 12:46:01;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
19.99999;2.23E-08;0.284297;-0.500001;-1.77E-08;0.284297;;;19.99999;1.76542E-08;2.22951E-08
19.49999;1.98E-08;0.428499;-0.5;-1.63E-08;0.428499;;;19.49999;1.6276E-08;1.98109E-08
18.99999;1.83E-08;0.572335;-0.5;-1.53E-08;0.572335;;;18.99999;1.5319E-08;1.82796E-08
18.5;1.71E-08;0.716177;-0.5;-1.46E-08;0.716177;;;18.5;1.45524E-08;1.71278E-08
17.99999;1.62E-08;0.872907;-0.5;-1.39E-08;0.872907;;;17.99999;1.38577E-08;1.61534E-08
17.49999;1.54E-08;1.016855;-0.5;-1.33E-08;1.016855;;;17.49999;1.32989E-08;1.53966E-08
16.99999;1.47E-08;1.160682;-0.5;-1.28E-08;1.160682;;;16.99999;1.27993E-08;1.472E-08
16.49999;1.41E-08;1.304541;-0.5;-1.23E-08;1.304541;;;16.49999;1.23475E-08;1.40922E-08
15.99999;1.34E-08;1.4567;-0.5;-1.19E-08;1.4567;;;15.99999;1.189E-08;1.34453E-08
15.49999;1.27E-08;1.600567;-0.5;-1.15E-08;1.600567;;;15.49999;1.14511E-08;1.27254E-08
14.99999;1.17E-08;1.744464;-0.5;-1.09E-08;1.744464;;;14.99999;1.09332E-08;1.16971E-08
14.49999;1.03E-08;1.888348;-0.499999;-1.03E-08;1.888348;;;14.49999;1.02883E-08;1.02606E-08
13.99999;9.12E-09;2.038209;-0.499999;-9.86E-09;2.038209;;;13.99999;9.8584E-09;9.12135E-09
13.5;9.47E-09;2.188016;-0.499998;-1.04E-08;2.188016;;;13.5;1.03809E-08;9.46778E-09
12.99999;1.04E-08;2.368795;-0.499999;-1.14E-08;2.368795;;;12.99999;1.14356E-08;1.04439E-08
12.49999;1.00E-08;2.512712;-0.499999;-1.22E-08;2.512712;;;12.49999;1.2234E-08;1.00024E-08
12;9.83E-09;2.65651;-0.499999;-1.35E-08;2.65651;;;12;1.35366E-08;9.8287E-09
11.49999;9.70E-09;2.800306;-0.5;-1.53E-08;2.800306;;;11.49999;1.53455E-08;9.7035E-09
11;9.56E-09;2.961263;-0.499999;-1.79E-08;2.961263;;;11;1.78596E-08;9.5566E-09
10.49999;9.42E-09;3.105107;-0.499999;-2.14E-08;3.105107;;;10.49999;2.14074E-08;9.4168E-09
9.99999;9.17E-09;3.248999;-0.499999;-2.60E-08;3.248999;;;9.99999;2.6032E-08;9.1662E-09
9.5;8.92E-09;3.392818;-0.5;-3.25E-08;3.392818;;;9.5;3.24837E-08;8.9227E-09
9;8.67E-09;3.542718;-0.5;-4.19E-08;3.542718;;;9;4.18508E-08;8.66542E-09
8.49999;8.34E-09;3.692438;-0.5;-5.60E-08;3.692438;;;8.49999;5.59526E-08;8.33986E-09
8;8.03E-09;3.879082;-0.5;-7.76E-08;3.879082;;;8;7.75933E-08;8.0281E-09
