#scan;iMeasureCycle=1;iMux=0;time=0.143;N=492;LocalTime=21/12/2023 12:42:54;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
9.99999;1.72E-08;0.339347;0;-1.47E-08;0.339347;;;0;1.47438E-08
9.99999;1.73E-08;0.483482;-0.5;-2.13E-08;0.483482;;;-0.5;2.13455E-08
9.99999;1.66E-08;0.627512;-1;-2.64E-08;0.627512;;;-1;2.63714E-08
9.99999;1.62E-08;0.771342;-1.5;-3.04E-08;0.771342;;;-1.5;3.04243E-08
9.99999;1.53E-08;0.928414;-2;-3.34E-08;0.928414;;;-2;3.34407E-08
9.99999;1.51E-08;1.072283;-2.5;-3.61E-08;1.072283;;;-2.5;3.60971E-08
9.99999;1.46E-08;1.216031;-3;-3.81E-08;1.216031;;;-3;3.81021E-08
9.99999;1.42E-08;1.35981;-3.5;-3.96E-08;1.35981;;;-3.5;3.96377E-08
9.99999;1.37E-08;1.512043;-4;-4.08E-08;1.512043;;;-4;4.07592E-08
9.99999;1.33E-08;1.655895;-4.5;-4.17E-08;1.655895;;;-4.5;4.1723E-08
9.99999;1.30E-08;1.799654;-5;-4.25E-08;1.799654;;;-5;4.24678E-08
9.99999;1.26E-08;1.943417;-5.5;-4.30E-08;1.943417;;;-5.5;4.30115E-08
9.99999;1.23E-08;2.08726;-6;-4.36E-08;2.08726;;;-6;4.3567E-08
9.99999;1.19E-08;2.231041;-6.5;-4.40E-08;2.231041;;;-6.5;4.39557E-08
9.99999;1.16E-08;2.39064;-7;-4.43E-08;2.39064;;;-7;4.42997E-08
9.99999;1.14E-08;2.534477;-7.5;-4.46E-08;2.534477;;;-7.5;4.46486E-08
9.99999;1.12E-08;2.678237;-8;-4.50E-08;2.678237;;;-8;4.49594E-08
9.99999;1.09E-08;2.821985;-8.5;-4.52E-08;2.821985;;;-8.5;4.52239E-08
9.99999;1.07E-08;2.966025;-9;-4.55E-08;2.966025;;;-9;4.55129E-08
9.99999;1.05E-08;3.109811;-9.5;-4.57E-08;3.109811;;;-9.5;4.57422E-08
9.99999;1.04E-08;3.253652;-10;-4.60E-08;3.253652;;;-10;4.59982E-08
9.99999;1.01E-08;3.423622;-10.5;-4.62E-08;3.423622;;;-10.5;4.61724E-08
9.99999;1.00E-08;3.567452;-11;-4.64E-08;3.567452;;;-11;4.64186E-08
9.99999;9.84E-09;3.711277;-11.5;-4.67E-08;3.711277;;;-11.5;4.66557E-08
9.99999;9.69E-09;3.855007;-12;-4.68E-08;3.855007;;;-12;4.68351E-08
9.99999;9.50E-09;4.017861;-12.5;-4.70E-08;4.017861;;;-12.5;4.70004E-08
9.99999;9.40E-09;4.161771;-13;-4.72E-08;4.161771;;;-13;4.72104E-08
9.99999;9.28E-09;4.305621;-13.5;-4.74E-08;4.305621;;;-13.5;4.74158E-08
9.99999;9.17E-09;4.449408;-14;-4.76E-08;4.449408;;;-14;4.75931E-08
9.99999;9.01E-09;4.593149;-14.5;-4.77E-08;4.593149;;;-14.5;4.77227E-08
9.99999;8.87E-09;4.751983;-15;-4.79E-08;4.751983;;;-15;4.79262E-08
9.99999;8.69E-09;4.953451;-15.5;-4.81E-08;4.953451;;;-15.5;4.81011E-08
10;8.62E-09;5.1176;-16;-4.83E-08;5.1176;;;-16;4.8345E-08
9.99999;8.51E-09;5.276336;-16.5;-4.86E-08;5.276336;;;-16.5;4.85682E-08
10;8.40E-09;5.455248;-17;-4.88E-08;5.455248;;;-17;4.87672E-08
9.99999;8.26E-09;5.625399;-17.5;-4.90E-08;5.625399;;;-17.5;4.89655E-08
9.99999;8.16E-09;5.795683;-18;-4.91E-08;5.795683;;;-18;4.91304E-08
10;8.11E-09;5.965787;-18.5;-4.93E-08;5.965787;;;-18.5;4.93136E-08
9.99999;7.99E-09;6.135846;-19;-4.98E-08;6.135846;;;-19;4.97879E-08
10;7.92E-09;6.305902;-19.5;-5.00E-08;6.305902;;;-19.5;5.00265E-08
10;7.83E-09;6.476095;-20;-5.02E-08;6.476095;;;-20;5.02074E-08
10;7.68E-09;6.598686;-20;-5.04E-08;6.598686;;;-20;5.03581E-08
10;7.36E-09;6.721027;-19.50001;-5.03E-08;6.721027;;;-19.50001;5.02618E-08
10;7.29E-09;6.843379;-19.00001;-5.04E-08;6.843379;;;-19.00001;5.03869E-08
10;7.27E-09;6.965755;-18.50001;-5.04E-08;6.965755;;;-18.50001;5.04492E-08
10;7.19E-09;7.088132;-18.00001;-5.06E-08;7.088132;;;-18.00001;5.05536E-08
10;7.11E-09;7.210501;-17.50001;-5.06E-08;7.210501;;;-17.50001;5.06237E-08
10;7.06E-09;7.332857;-17.00001;-5.07E-08;7.332857;;;-17.00001;5.07292E-08
10;7.03E-09;7.455194;-16.50001;-5.08E-08;7.455194;;;-16.50001;5.08315E-08
10;6.97E-09;7.577698;-16.00001;-5.09E-08;7.577698;;;-16.00001;5.09414E-08
10;6.92E-09;7.700076;-15.50001;-5.11E-08;7.700076;;;-15.50001;5.10652E-08
10;6.89E-09;7.822421;-15.00001;-5.11E-08;7.822421;;;-15.00001;5.11033E-08
10;6.85E-09;7.944812;-14.50001;-5.12E-08;7.944812;;;-14.50001;5.1228E-08
10;6.80E-09;8.067344;-14.00001;-5.13E-08;8.067344;;;-14.00001;5.1264E-08
10;6.73E-09;8.189682;-13.50001;-5.14E-08;8.189682;;;-13.50001;5.13535E-08
10;6.71E-09;8.312058;-13.00001;-5.15E-08;8.312058;;;-13.00001;5.14582E-08
10;6.64E-09;8.434394;-12.50001;-5.15E-08;8.434394;;;-12.50001;5.14924E-08
10;6.62E-09;8.556756;-12.00001;-5.17E-08;8.556756;;;-12.00001;5.16529E-08
10;6.58E-09;8.679128;-11.50001;-5.17E-08;8.679128;;;-11.50001;5.17161E-08
10;6.54E-09;8.801451;-11.00001;-5.18E-08;8.801451;;;-11.00001;5.17632E-08
10;6.50E-09;8.9238;-10.50001;-5.18E-08;8.9238;;;-10.50001;5.18315E-08
10;6.45E-09;9.046181;-10.00001;-5.18E-08;9.046181;;;-10.00001;5.17823E-08
10;6.43E-09;9.168526;-9.50001;-5.18E-08;9.168526;;;-9.50001;5.18462E-08
10;6.37E-09;9.290861;-9.00001;-5.19E-08;9.290861;;;-9.00001;5.18781E-08
10;6.35E-09;9.416512;-8.50001;-5.19E-08;9.416512;;;-8.50001;5.19278E-08
10;6.27E-09;9.538888;-8.00001;-5.19E-08;9.538888;;;-8.00001;5.19313E-08
10;6.23E-09;9.66126;-7.50001;-5.19E-08;9.66126;;;-7.50001;5.18572E-08
10;6.17E-09;9.783651;-7.00001;-5.18E-08;9.783651;;;-7.00001;5.17897E-08
10;6.17E-09;9.916668;-6.50001;-5.17E-08;9.916668;;;-6.50001;5.16656E-08
10;6.01E-09;10.039074;-6.00001;-5.14E-08;10.039074;;;-6.00001;5.13567E-08
10;5.82E-09;10.161379;-5.50001;-5.09E-08;10.161379;;;-5.50001;5.09163E-08
10;5.54E-09;10.283784;-5.00001;-5.02E-08;10.283784;;;-5.00001;5.01734E-08
10;5.31E-09;10.417562;-4.50001;-4.93E-08;10.417562;;;-4.50001;4.93139E-08
10;5.00E-09;10.539946;-4.00001;-4.83E-08;10.539946;;;-4.00001;4.82912E-08
10;4.92E-09;10.662294;-3.50001;-4.71E-08;10.662294;;;-3.50001;4.71194E-08
10;5.39E-09;10.812163;-3.00001;-4.58E-08;10.812163;;;-3.00001;4.58108E-08
9.99999;5.26E-09;10.961988;-2.50001;-4.31E-08;10.961988;;;-2.50001;4.31263E-08
10;5.08E-09;11.111876;-2.00001;-3.92E-08;11.111876;;;-2.00001;3.92107E-08
9.99999;4.92E-09;11.261655;-1.50001;-3.37E-08;11.261655;;;-1.50001;3.37453E-08
10;5.30E-09;11.448829;-1.00001;-2.66E-08;11.448829;;;-1.00001;2.65721E-08
10;5.02E-09;11.61901;-0.50001;-1.66E-08;11.61901;;;-0.50001;1.65792E-08
9.99999;4.91E-09;11.79504;-1.00E-05;-4.23E-09;11.79504;;;-1.00E-05;4.23299E-09
4.99999;-7.25E-09;11.969498;1.00E-05;3.22E-09;11.969498;;;1.00E-05;3.22319E-09
