Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	3.4331e-05	3.9633e-10	-10.0	-2.5
1.0	3.435e-05	6.2817e-10	-10.0	-2.5
1.5	3.4353e-05	6.3181e-10	-10.0	-2.5
2.0	3.4351e-05	6.267e-10	-10.0	-2.5
2.5	3.4344e-05	6.2565e-10	-10.0	-2.5
3.0	3.4343e-05	6.2105e-10	-10.0	-2.5
3.5	3.4339e-05	6.1607e-10	-10.0	-2.5
4.0	3.4327e-05	6.1207e-10	-10.0	-2.5
4.5	3.4321e-05	6.0832e-10	-10.0	-2.5
5.0	3.4313e-05	6.0432e-10	-10.0	-2.5
5.5	3.4307e-05	6.0327e-10	-10.0	-2.5
6.0	3.4304e-05	5.9718e-10	-10.0	-2.5
6.5	3.4295e-05	5.9476e-10	-10.0	-2.5
7.0	3.429e-05	5.926e-10	-10.0	-2.5
7.5	3.4283e-05	5.9094e-10	-10.0	-2.5
8.0	3.4278e-05	5.8714e-10	-10.0	-2.5
8.5	3.4272e-05	5.8426e-10	-10.0	-2.5
9.0	3.4265e-05	5.8341e-10	-10.0	-2.5
9.5	3.4259e-05	5.7865e-10	-10.0	-2.5
10.0	3.4252e-05	5.7607e-10	-10.0	-2.5
10.5	3.4248e-05	5.7678e-10	-10.0	-2.5
11.0	3.4241e-05	5.7192e-10	-10.0	-2.5
11.5	3.4233e-05	5.6975e-10	-10.0	-2.5
12.0	3.4228e-05	5.6801e-10	-10.0	-2.5
12.5	3.4216e-05	5.6852e-10	-10.0	-2.5
13.0	3.4213e-05	5.6481e-10	-10.0	-2.5
13.5	3.4206e-05	5.5952e-10	-10.0	-2.5
14.0	3.42e-05	5.6076e-10	-10.0	-2.5
14.5	3.4192e-05	5.5817e-10	-10.0	-2.5
15.0	3.4183e-05	5.5739e-10	-10.0	-2.5
15.5	3.418e-05	5.5627e-10	-10.0	-2.5
16.0	3.4174e-05	5.5307e-10	-10.0	-2.5
16.5	3.4174e-05	5.513e-10	-10.0	-2.5
17.0	3.4162e-05	5.4922e-10	-10.0	-2.5
17.5	3.4154e-05	5.4808e-10	-10.0	-2.5
18.0	3.4144e-05	5.4702e-10	-10.0	-2.5
18.5	3.4146e-05	5.4534e-10	-10.0	-2.5
19.0	3.4144e-05	5.4349e-10	-10.0	-2.5
19.5	3.413e-05	5.4204e-10	-10.0	-2.5
