Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.2558e-05	1.0621e-09	-10.0	-2.5
1.0	1.2555e-05	1.0462e-09	-10.0	-2.5
1.5	1.2553e-05	1.0248e-09	-10.0	-2.5
2.0	1.2553e-05	1.0126e-09	-10.0	-2.5
2.5	1.2551e-05	1.0007e-09	-10.0	-2.5
3.0	1.2549e-05	9.9249e-10	-10.0	-2.5
3.5	1.2547e-05	9.8287e-10	-10.0	-2.5
4.0	1.2549e-05	9.7706e-10	-10.0	-2.5
4.5	1.255e-05	9.6762e-10	-10.0	-2.5
5.0	1.2552e-05	9.6225e-10	-10.0	-2.5
5.5	1.2552e-05	9.5849e-10	-10.0	-2.5
6.0	1.255e-05	9.5193e-10	-10.0	-2.5
6.5	1.2549e-05	9.4749e-10	-10.0	-2.5
7.0	1.2551e-05	9.4368e-10	-10.0	-2.5
7.5	1.2552e-05	9.3997e-10	-10.0	-2.5
8.0	1.2552e-05	9.355e-10	-10.0	-2.5
8.5	1.255e-05	9.3208e-10	-10.0	-2.5
9.0	1.2551e-05	9.2774e-10	-10.0	-2.5
9.5	1.255e-05	9.2581e-10	-10.0	-2.5
10.0	1.255e-05	9.2268e-10	-10.0	-2.5
10.5	1.255e-05	9.2001e-10	-10.0	-2.5
11.0	1.2551e-05	9.1567e-10	-10.0	-2.5
11.5	1.2549e-05	9.1451e-10	-10.0	-2.5
12.0	1.2551e-05	9.0956e-10	-10.0	-2.5
12.5	1.2549e-05	9.0554e-10	-10.0	-2.5
13.0	1.2549e-05	9.0328e-10	-10.0	-2.5
13.5	1.2549e-05	8.9934e-10	-10.0	-2.5
14.0	1.2546e-05	8.9579e-10	-10.0	-2.5
14.5	1.2546e-05	8.9232e-10	-10.0	-2.5
15.0	1.2549e-05	8.9292e-10	-10.0	-2.5
15.5	1.2547e-05	8.8761e-10	-10.0	-2.5
16.0	1.2547e-05	8.8466e-10	-10.0	-2.5
16.5	1.255e-05	8.8182e-10	-10.0	-2.5
17.0	1.2551e-05	8.8143e-10	-10.0	-2.5
17.5	1.2552e-05	8.7962e-10	-10.0	-2.5
18.0	1.2552e-05	8.7752e-10	-10.0	-2.5
18.5	1.2554e-05	8.7496e-10	-10.0	-2.5
19.0	1.2554e-05	8.7399e-10	-10.0	-2.5
19.5	1.2554e-05	8.7167e-10	-10.0	-2.5
20.0	1.2556e-05	8.6847e-10	-10.0	-2.5
20.5	1.2553e-05	8.6657e-10	-10.0	-2.5
21.0	1.2556e-05	8.6548e-10	-10.0	-2.5
21.5	1.2557e-05	8.6488e-10	-10.0	-2.5
22.0	1.2555e-05	8.6145e-10	-10.0	-2.5
22.5	1.2555e-05	8.5917e-10	-10.0	-2.5
23.0	1.2556e-05	8.5636e-10	-10.0	-2.5
23.5	1.2557e-05	8.5515e-10	-10.0	-2.5
24.0	1.2554e-05	8.5415e-10	-10.0	-2.5
24.5	1.2556e-05	8.5278e-10	-10.0	-2.5
25.0	1.2557e-05	8.5288e-10	-10.0	-2.5
25.5	1.2557e-05	8.492e-10	-10.0	-2.5
26.0	1.2557e-05	8.4737e-10	-10.0	-2.5
26.5	1.256e-05	8.4678e-10	-10.0	-2.5
27.0	1.2558e-05	8.4832e-10	-10.0	-2.5
27.5	1.2559e-05	8.458e-10	-10.0	-2.5
28.0	1.2559e-05	8.4508e-10	-10.0	-2.5
28.5	1.2556e-05	8.4204e-10	-10.0	-2.5
29.0	1.2557e-05	8.4178e-10	-10.0	-2.5
29.5	1.256e-05	8.4122e-10	-10.0	-2.5
30.0	1.2558e-05	8.4046e-10	-10.0	-2.5
30.5	1.256e-05	8.3807e-10	-10.0	-2.5
31.0	1.2562e-05	8.3517e-10	-10.0	-2.5
31.5	1.2563e-05	8.3457e-10	-10.0	-2.5
32.0	1.2563e-05	8.3522e-10	-10.0	-2.5
32.5	1.2563e-05	8.3155e-10	-10.0	-2.5
33.0	1.2565e-05	8.3182e-10	-10.0	-2.5
33.5	1.2564e-05	8.3031e-10	-10.0	-2.5
34.0	1.2564e-05	8.294e-10	-10.0	-2.5
34.5	1.2567e-05	8.2811e-10	-10.0	-2.5
35.0	1.2564e-05	8.2837e-10	-10.0	-2.5
35.5	1.2563e-05	8.2584e-10	-10.0	-2.5
36.0	1.2562e-05	8.2354e-10	-10.0	-2.5
36.5	1.2563e-05	8.2334e-10	-10.0	-2.5
37.0	1.2563e-05	8.2299e-10	-10.0	-2.5
37.5	1.2564e-05	8.2051e-10	-10.0	-2.5
38.0	1.2562e-05	8.216e-10	-10.0	-2.5
38.5	1.2566e-05	8.192e-10	-10.0	-2.5
39.0	1.2568e-05	8.1819e-10	-10.0	-2.5
39.5	1.2569e-05	8.1703e-10	-10.0	-2.5
40.0	1.2568e-05	8.1721e-10	-10.0	-2.5
40.5	1.257e-05	8.1525e-10	-10.0	-2.5
41.0	1.2569e-05	8.1325e-10	-10.0	-2.5
41.5	1.2568e-05	8.1185e-10	-10.0	-2.5
42.0	1.2567e-05	8.1125e-10	-10.0	-2.5
42.5	1.2567e-05	8.1062e-10	-10.0	-2.5
43.0	1.2569e-05	8.0945e-10	-10.0	-2.5
43.5	1.257e-05	8.0842e-10	-10.0	-2.5
44.0	1.257e-05	8.0729e-10	-10.0	-2.5
44.5	1.2571e-05	8.0712e-10	-10.0	-2.5
45.0	1.257e-05	8.0641e-10	-10.0	-2.5
45.5	1.2571e-05	8.06e-10	-10.0	-2.5
46.0	1.2573e-05	8.0394e-10	-10.0	-2.5
46.5	1.2571e-05	8.0361e-10	-10.0	-2.5
