Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.5286e-09	3.3281e-09	-10.0	5.0
1.0	1.2923e-09	2.1107e-09	-10.0	4.9
1.5	1.23e-09	1.966e-09	-10.0	4.8
2.0	1.1886e-09	1.8744e-09	-10.0	4.7
2.5	1.1567e-09	1.8069e-09	-10.0	4.6
3.0	1.1313e-09	1.7504e-09	-10.0	4.5
3.5	1.1095e-09	1.703e-09	-10.0	4.4
4.0	1.0905e-09	1.6588e-09	-10.0	4.3
4.5	1.0741e-09	1.6205e-09	-10.0	4.2
5.0	1.0614e-09	1.5856e-09	-10.0	4.1
5.5	1.0491e-09	1.5537e-09	-10.0	4.0
6.0	1.0394e-09	1.5217e-09	-10.0	3.9
6.5	1.0319e-09	1.4926e-09	-10.0	3.8
7.0	1.0272e-09	1.4647e-09	-10.0	3.7
7.5	1.0263e-09	1.4385e-09	-10.0	3.6
8.0	1.0292e-09	1.4113e-09	-10.0	3.5
8.5	1.0458e-09	1.3855e-09	-10.0	3.4
9.0	1.0791e-09	1.3592e-09	-10.0	3.3
9.5	1.1326e-09	1.3326e-09	-10.0	3.2
10.0	1.2171e-09	1.3044e-09	-10.0	3.1
10.5	1.3275e-09	1.2759e-09	-10.0	3.0
11.0	1.4777e-09	1.251e-09	-10.0	2.9
11.5	1.6728e-09	1.2272e-09	-10.0	2.8
12.0	1.9293e-09	1.2019e-09	-10.0	2.7
12.5	2.2759e-09	1.1732e-09	-10.0	2.6
13.0	2.7382e-09	1.1417e-09	-10.0	2.5
13.5	3.3707e-09	1.1065e-09	-10.0	2.4
14.0	4.1809e-09	1.0703e-09	-10.0	2.3
14.5	5.2491e-09	1.0324e-09	-10.0	2.2
15.0	6.6181e-09	1.0015e-09	-10.0	2.1
15.5	8.4553e-09	6.5233e-10	-10.0	2.0
16.0	1.0882e-08	9.241e-10	-10.0	1.9
16.5	1.4105e-08	8.8689e-10	-10.0	1.8
