Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.2558e-05	1.0621e-09	-10.0	-2.5	9.73606584821603e-08
1.0	1.2555e-05	1.0462e-09	-10.0	-2.5	9.286948784723746e-08
1.5	1.2553e-05	1.0248e-09	-10.0	-2.5	9.01244196428734e-08
2.0	1.2553e-05	1.0126e-09	-10.0	-2.5	8.937969618057258e-08
2.5	1.2551e-05	1.0007e-09	-10.0	-2.5	8.663531746033471e-08
3.0	1.2549e-05	9.9249e-10	-10.0	-2.5	8.389128348215909e-08
3.5	1.2547e-05	9.8287e-10	-10.0	-2.5	8.114759424604911e-08
4.0	1.2549e-05	9.7706e-10	-10.0	-2.5	8.240424975199998e-08
4.5	1.255e-05	9.6762e-10	-10.0	-2.5	8.2661250000016e-08
5.0	1.2552e-05	9.6225e-10	-10.0	-2.5	8.391859499009476e-08
5.5	1.2552e-05	9.5849e-10	-10.0	-2.5	8.317628472223815e-08
6.0	1.255e-05	9.5193e-10	-10.0	-2.5	8.04343191964445e-08
6.5	1.2549e-05	9.4749e-10	-10.0	-2.5	7.869269841271359e-08
7.0	1.2551e-05	9.4368e-10	-10.0	-2.5	7.995142237104812e-08
7.5	1.2552e-05	9.3997e-10	-10.0	-2.5	8.02104910714444e-08
8.0	1.2552e-05	9.355e-10	-10.0	-2.5	7.946990451390413e-08
8.5	1.255e-05	9.3208e-10	-10.0	-2.5	7.67296626984285e-08
9.0	1.2551e-05	9.2774e-10	-10.0	-2.5	7.698976562501661e-08
9.5	1.255e-05	9.2581e-10	-10.0	-2.5	7.525021329366597e-08
10.0	1.255e-05	9.2268e-10	-10.0	-2.5	7.451100570438147e-08
10.5	1.255e-05	9.2001e-10	-10.0	-2.5	7.377214285715922e-08
11.0	1.2551e-05	9.1567e-10	-10.0	-2.5	7.403362475199971e-08
11.5	1.2549e-05	9.1451e-10	-10.0	-2.5	7.129545138890435e-08
12.0	1.2551e-05	9.0956e-10	-10.0	-2.5	7.255762276787323e-08
12.5	1.2549e-05	9.0554e-10	-10.0	-2.5	6.982013888890406e-08
13.0	1.2549e-05	9.0328e-10	-10.0	-2.5	6.908299975199983e-08
13.5	1.2549e-05	8.9934e-10	-10.0	-2.5	6.834620535715785e-08
14.0	1.2546e-05	8.9579e-10	-10.0	-2.5	6.460975570438e-08
14.5	1.2546e-05	8.9232e-10	-10.0	-2.5	6.387365079366591e-08
15.0	1.2549e-05	8.9292e-10	-10.0	-2.5	6.613789062501556e-08
15.5	1.2547e-05	8.8761e-10	-10.0	-2.5	6.340247519842835e-08
16.0	1.2547e-05	8.8466e-10	-10.0	-2.5	6.266740451390439e-08
16.5	1.255e-05	8.8182e-10	-10.0	-2.5	6.493267857144417e-08
17.0	1.2551e-05	8.8143e-10	-10.0	-2.5	6.51982973710469e-08
17.5	1.2552e-05	8.7962e-10	-10.0	-2.5	6.546426091271358e-08
18.0	1.2552e-05	8.7752e-10	-10.0	-2.5	6.473056919644369e-08
18.5	1.2554e-05	8.7496e-10	-10.0	-2.5	6.599722222223706e-08
19.0	1.2554e-05	8.7399e-10	-10.0	-2.5	6.526421999009506e-08
19.5	1.2554e-05	8.7167e-10	-10.0	-2.5	6.453156250001531e-08
20.0	1.2556e-05	8.6847e-10	-10.0	-2.5	6.579924975199881e-08
20.5	1.2553e-05	8.6657e-10	-10.0	-2.5	6.206728174604715e-08
21.0	1.2556e-05	8.6548e-10	-10.0	-2.5	6.433565848215734e-08
21.5	1.2557e-05	8.6488e-10	-10.0	-2.5	6.460437996033217e-08
22.0	1.2555e-05	8.6145e-10	-10.0	-2.5	6.187344618056944e-08
22.5	1.2555e-05	8.5917e-10	-10.0	-2.5	6.114285714287166e-08
23.0	1.2556e-05	8.5636e-10	-10.0	-2.5	6.141261284723662e-08
23.5	1.2557e-05	8.5515e-10	-10.0	-2.5	6.168271329366553e-08
24.0	1.2554e-05	8.5415e-10	-10.0	-2.5	5.795315848215808e-08
24.5	1.2556e-05	8.5278e-10	-10.0	-2.5	5.9223948412711984e-08
25.0	1.2557e-05	8.5288e-10	-10.0	-2.5	5.949508308533272e-08
25.5	1.2557e-05	8.492e-10	-10.0	-2.5	5.876656250001521e-08
26.0	1.2557e-05	8.4737e-10	-10.0	-2.5	5.803838665675994e-08
26.5	1.256e-05	8.4678e-10	-10.0	-2.5	6.031055555557012e-08
27.0	1.2558e-05	8.4832e-10	-10.0	-2.5	5.758306919644344e-08
27.5	1.2559e-05	8.458e-10	-10.0	-2.5	5.7855927579378806e-08
28.0	1.2559e-05	8.4508e-10	-10.0	-2.5	5.7129130704379314e-08
28.5	1.2556e-05	8.4204e-10	-10.0	-2.5	5.340267857144227e-08
29.0	1.2557e-05	8.4178e-10	-10.0	-2.5	5.367657118056947e-08
29.5	1.256e-05	8.4122e-10	-10.0	-2.5	5.5950808531759913e-08
30.0	1.2558e-05	8.4046e-10	-10.0	-2.5	5.3225390625015196e-08
30.5	1.256e-05	8.3807e-10	-10.0	-2.5	5.4500317460331335e-08
31.0	1.2562e-05	8.3517e-10	-10.0	-2.5	5.5775589037711416e-08
31.5	1.2563e-05	8.3457e-10	-10.0	-2.5	5.6051205357156636e-08
32.0	1.2563e-05	8.3522e-10	-10.0	-2.5	5.5327166418663606e-08
32.5	1.2563e-05	8.3155e-10	-10.0	-2.5	5.4603472222236214e-08
33.0	1.2565e-05	8.3182e-10	-10.0	-2.5	5.588012276787207e-08
33.5	1.2564e-05	8.3031e-10	-10.0	-2.5	5.4157118055568674e-08
34.0	1.2564e-05	8.294e-10	-10.0	-2.5	5.343445808533142e-08
34.5	1.2567e-05	8.2811e-10	-10.0	-2.5	5.571214285715621e-08
35.0	1.2564e-05	8.2837e-10	-10.0	-2.5	5.199017237104534e-08
35.5	1.2563e-05	8.2584e-10	-10.0	-2.5	5.026854662699772e-08
36.0	1.2562e-05	8.2354e-10	-10.0	-2.5	4.854726562501235e-08
36.5	1.2563e-05	8.2334e-10	-10.0	-2.5	4.882632936509192e-08
37.0	1.2563e-05	8.2299e-10	-10.0	-2.5	4.810573784723493e-08
37.5	1.2564e-05	8.2051e-10	-10.0	-2.5	4.8385491071442386e-08
38.0	1.2562e-05	8.216e-10	-10.0	-2.5	4.566558903771059e-08
38.5	1.2566e-05	8.192e-10	-10.0	-2.5	4.894603174604404e-08
39.0	1.2568e-05	8.1819e-10	-10.0	-2.5	5.022681919644213e-08
39.5	1.2569e-05	8.1703e-10	-10.0	-2.5	5.050795138890197e-08
40.0	1.2568e-05	8.1721e-10	-10.0	-2.5	4.8789428323426447e-08
40.5	1.257e-05	8.1525e-10	-10.0	-2.5	5.0071250000012976e-08
41.0	1.2569e-05	8.1325e-10	-10.0	-2.5	4.8353416418663646e-08
41.5	1.2568e-05	8.1185e-10	-10.0	-2.5	4.663592757937826e-08
42.0	1.2567e-05	8.1125e-10	-10.0	-2.5	4.491878348215512e-08
42.5	1.2567e-05	8.1062e-10	-10.0	-2.5	4.4201984126996427e-08
43.0	1.2569e-05	8.0945e-10	-10.0	-2.5	4.548552951390098e-08
43.5	1.257e-05	8.0842e-10	-10.0	-2.5	4.576941964286897e-08
44.0	1.257e-05	8.0729e-10	-10.0	-2.5	4.5053654513902105e-08
44.5	1.2571e-05	8.0712e-10	-10.0	-2.5	4.5338234126997986e-08
45.0	1.257e-05	8.0641e-10	-10.0	-2.5	4.362315848215512e-08
45.5	1.2571e-05	8.06e-10	-10.0	-2.5	4.3908427579378886e-08
46.0	1.2573e-05	8.0394e-10	-10.0	-2.5	4.519404141866371e-08
46.5	1.2571e-05	8.0361e-10	-10.0	-2.5	4.248000000001217e-08
47.0	1.2573e-05	8.0314e-10	-10.0	-2.5	4.376630332342488e-08
47.5	1.2572e-05	8.0089e-10	-10.0	-2.5	4.205295138890003e-08
48.0	1.2571e-05	7.9956e-10	-10.0	-2.5	4.033994419644082e-08
48.5	1.2571e-05	7.991e-10	-10.0	-2.5	3.962728174604436e-08
49.0	1.2573e-05	7.9862e-10	-10.0	-2.5	4.0914964037711145e-08
49.5	1.2572e-05	7.9775e-10	-10.0	-2.5	3.920299107144038e-08
50.0	1.2576e-05	7.9594e-10	-10.0	-2.5	4.249136284723435e-08
50.5	1.2574e-05	7.943e-10	-10.0	-2.5	3.978007936509097e-08
51.0	1.2574e-05	7.9582e-10	-10.0	-2.5	3.906914062501253e-08
51.5	1.2574e-05	7.9399e-10	-10.0	-2.5	3.835854662699634e-08
52.0	1.2577e-05	7.9507e-10	-10.0	-2.5	4.0648297371043894e-08
52.5	1.2578e-05	7.9179e-10	-10.0	-2.5	4.093839285715609e-08
