Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.3226e-05	3.1602e-10	-10.0	-2.5	-7.489698660713012e-08
1.0	1.322e-05	4.9695e-10	-10.0	-2.5	-8.176067708332028e-08
1.5	1.3221e-05	4.8319e-10	-10.0	-2.5	-8.119223214284528e-08
2.0	1.3219e-05	4.7273e-10	-10.0	-2.5	-8.362359374998739e-08
2.5	1.3222e-05	4.6363e-10	-10.0	-2.5	-8.105476190474942e-08
3.0	1.322e-05	4.5691e-10	-10.0	-2.5	-8.348573660712956e-08
3.5	1.3222e-05	4.5097e-10	-10.0	-2.5	-8.191651785713011e-08
4.0	1.3219e-05	4.4819e-10	-10.0	-2.5	-8.534710565474878e-08
4.5	1.3222e-05	4.453e-10	-10.0	-2.5	-8.277749999998855e-08
5.0	1.3223e-05	4.419e-10	-10.0	-2.5	-8.220770089284495e-08
5.5	1.3226e-05	4.3956e-10	-10.0	-2.5	-7.963770833332106e-08
6.0	1.3225e-05	4.3732e-10	-10.0	-2.5	-8.106752232141648e-08
6.5	1.3229e-05	4.3577e-10	-10.0	-2.5	-7.749714285713012e-08
7.0	1.3228e-05	4.3425e-10	-10.0	-2.5	-7.892656994046526e-08
7.5	1.3231e-05	4.3367e-10	-10.0	-2.5	-7.635580357141742e-08
8.0	1.3232e-05	4.3121e-10	-10.0	-2.5	-7.57848437499879e-08
8.5	1.3232e-05	4.2986e-10	-10.0	-2.5	-7.62136904761779e-08
9.0	1.3234e-05	4.279e-10	-10.0	-2.5	-7.46423437499876e-08
9.5	1.3234e-05	4.2745e-10	-10.0	-2.5	-7.507080357141562e-08
10.0	1.3235e-05	4.2709e-10	-10.0	-2.5	-7.449906994046385e-08
10.5	1.3234e-05	4.2514e-10	-10.0	-2.5	-7.59271428571304e-08
11.0	1.3235e-05	4.2306e-10	-10.0	-2.5	-7.535502232141666e-08
11.5	1.3233e-05	4.2402e-10	-10.0	-2.5	-7.778270833332173e-08
12.0	1.3236e-05	4.2398e-10	-10.0	-2.5	-7.521020089284502e-08
12.501	1.3238e-05	4.2131e-10	-10.0	-2.5	-7.363835440436466e-08
13.0	1.3238e-05	4.2197e-10	-10.0	-2.5	-7.406460565475064e-08
13.5	1.3241e-05	4.2102e-10	-10.0	-2.5	-7.149151785713097e-08
14.0	1.3244e-05	4.2022e-10	-10.0	-2.5	-6.891823660713031e-08
14.5	1.3243e-05	4.1961e-10	-10.0	-2.5	-7.034476190475066e-08
15.0	1.3244e-05	4.1898e-10	-10.0	-2.5	-6.977109374998734e-08
15.5	1.3244e-05	4.1695e-10	-10.0	-2.5	-7.019723214284522e-08
16.0	1.3245e-05	4.1766e-10	-10.0	-2.5	-6.962317708332162e-08
16.5	1.3247e-05	4.1781e-10	-10.0	-2.5	-6.804892857141653e-08
17.0	1.3246e-05	4.1614e-10	-10.0	-2.5	-6.947448660713195e-08
17.5	1.3247e-05	4.1522e-10	-10.0	-2.5	-6.88998511904637e-08
18.0	1.3248e-05	4.1446e-10	-10.0	-2.5	-6.832502232141785e-08
18.5	1.325e-05	4.1403e-10	-10.0	-2.5	-6.674999999998882e-08
19.0	1.3249e-05	4.1373e-10	-10.0	-2.5	-6.81747842261786e-08
19.5	1.325e-05	4.132e-10	-10.0	-2.5	-6.75993749999881e-08
20.0	1.3248e-05	4.121e-10	-10.0	-2.5	-7.00237723214181e-08
20.5	1.325e-05	4.1105e-10	-10.0	-2.5	-6.844797619046512e-08
21.0	1.3249e-05	4.1108e-10	-10.0	-2.5	-6.987198660713096e-08
21.5	1.3253e-05	4.1011e-10	-10.0	-2.5	-6.629580357141671e-08
22.0	1.3254e-05	4.0979e-10	-10.0	-2.5	-6.571942708332128e-08
22.5	1.3255e-05	4.0906e-10	-10.0	-2.5	-6.514285714284655e-08
23.0	1.3254e-05	4.0971e-10	-10.0	-2.5	-6.656609374998844e-08
23.5	1.3255e-05	4.103e-10	-10.0	-2.5	-6.598913690475174e-08
24.0	1.3258e-05	4.0847e-10	-10.0	-2.5	-6.341198660713137e-08
24.5	1.3258e-05	4.0798e-10	-10.0	-2.5	-6.38346428571315e-08
25.0	1.3256e-05	4.0833e-10	-10.0	-2.5	-6.625710565475164e-08
25.5	1.3259e-05	4.0596e-10	-10.0	-2.5	-6.367937499999e-08
26.0	1.3259e-05	4.0632e-10	-10.0	-2.5	-6.410145089284718e-08
26.5	1.3263e-05	4.0638e-10	-10.0	-2.5	-6.052333333332306e-08
27.0	1.3263e-05	4.0567e-10	-10.0	-2.5	-6.094502232141827e-08
27.5	1.3264e-05	4.066e-10	-10.0	-2.5	-6.036651785713198e-08
28.0	1.3264e-05	4.0544e-10	-10.0	-2.5	-6.078781994046521e-08
28.5	1.3265e-05	4.0648e-10	-10.0	-2.5	-6.020892857141865e-08
29.0	1.3267e-05	4.0447e-10	-10.0	-2.5	-5.8629843749988914e-08
29.5	1.3267e-05	4.0483e-10	-10.0	-2.5	-5.9050565476179186e-08
30.0	1.327e-05	4.0292e-10	-10.0	-2.5	-5.647109374998867e-08
30.5	1.327e-05	4.0442e-10	-10.0	-2.5	-5.689142857141697e-08
31.0	1.3273e-05	4.0452e-10	-10.0	-2.5	-5.4311569940466176e-08
31.5	1.3271e-05	4.0361e-10	-10.0	-2.5	-5.6731517857131806e-08
32.0	1.3273e-05	4.0371e-10	-10.0	-2.5	-5.5151272321417845e-08
32.5	1.3273e-05	4.038e-10	-10.0	-2.5	-5.55708333333222e-08
33.0	1.3274e-05	4.0453e-10	-10.0	-2.5	-5.4990200892846765e-08
33.5	1.3275e-05	4.0235e-10	-10.0	-2.5	-5.440937499998865e-08
34.0	1.3275e-05	4.0312e-10	-10.0	-2.5	-5.4828355654750046e-08
34.5	1.3277e-05	4.0276e-10	-10.0	-2.5	-5.324714285713285e-08
35.0	1.3277e-05	4.0167e-10	-10.0	-2.5	-5.366573660713227e-08
35.5	1.3277e-05	4.0208e-10	-10.0	-2.5	-5.408413690475071e-08
36.0	1.328e-05	4.0227e-10	-10.0	-2.5	-5.150234374999006e-08
36.5	1.3281e-05	4.0287e-10	-10.0	-2.5	-5.0920357142846025e-08
37.0	1.3281e-05	4.0123e-10	-10.0	-2.5	-5.13381770833232e-08
37.5	1.3282e-05	4.0171e-10	-10.0	-2.5	-5.075580357141889e-08
38.0	1.3282e-05	4.0048e-10	-10.0	-2.5	-5.117323660713409e-08
38.5	1.3283e-05	4.007e-10	-10.0	-2.5	-5.0590476190466116e-08
