Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.3226e-05	3.1602e-10	-10.0	-2.5
1.0	1.322e-05	4.9695e-10	-10.0	-2.5
1.5	1.3221e-05	4.8319e-10	-10.0	-2.5
2.0	1.3219e-05	4.7273e-10	-10.0	-2.5
2.5	1.3222e-05	4.6363e-10	-10.0	-2.5
3.0	1.322e-05	4.5691e-10	-10.0	-2.5
3.5	1.3222e-05	4.5097e-10	-10.0	-2.5
4.0	1.3219e-05	4.4819e-10	-10.0	-2.5
4.5	1.3222e-05	4.453e-10	-10.0	-2.5
5.0	1.3223e-05	4.419e-10	-10.0	-2.5
5.5	1.3226e-05	4.3956e-10	-10.0	-2.5
6.0	1.3225e-05	4.3732e-10	-10.0	-2.5
6.5	1.3229e-05	4.3577e-10	-10.0	-2.5
7.0	1.3228e-05	4.3425e-10	-10.0	-2.5
7.5	1.3231e-05	4.3367e-10	-10.0	-2.5
8.0	1.3232e-05	4.3121e-10	-10.0	-2.5
8.5	1.3232e-05	4.2986e-10	-10.0	-2.5
9.0	1.3234e-05	4.279e-10	-10.0	-2.5
9.5	1.3234e-05	4.2745e-10	-10.0	-2.5
10.0	1.3235e-05	4.2709e-10	-10.0	-2.5
10.5	1.3234e-05	4.2514e-10	-10.0	-2.5
11.0	1.3235e-05	4.2306e-10	-10.0	-2.5
11.5	1.3233e-05	4.2402e-10	-10.0	-2.5
12.0	1.3236e-05	4.2398e-10	-10.0	-2.5
12.501	1.3238e-05	4.2131e-10	-10.0	-2.5
13.0	1.3238e-05	4.2197e-10	-10.0	-2.5
13.5	1.3241e-05	4.2102e-10	-10.0	-2.5
14.0	1.3244e-05	4.2022e-10	-10.0	-2.5
14.5	1.3243e-05	4.1961e-10	-10.0	-2.5
15.0	1.3244e-05	4.1898e-10	-10.0	-2.5
15.5	1.3244e-05	4.1695e-10	-10.0	-2.5
16.0	1.3245e-05	4.1766e-10	-10.0	-2.5
16.5	1.3247e-05	4.1781e-10	-10.0	-2.5
17.0	1.3246e-05	4.1614e-10	-10.0	-2.5
17.5	1.3247e-05	4.1522e-10	-10.0	-2.5
18.0	1.3248e-05	4.1446e-10	-10.0	-2.5
18.5	1.325e-05	4.1403e-10	-10.0	-2.5
19.0	1.3249e-05	4.1373e-10	-10.0	-2.5
19.5	1.325e-05	4.132e-10	-10.0	-2.5
20.0	1.3248e-05	4.121e-10	-10.0	-2.5
20.5	1.325e-05	4.1105e-10	-10.0	-2.5
21.0	1.3249e-05	4.1108e-10	-10.0	-2.5
21.5	1.3253e-05	4.1011e-10	-10.0	-2.5
22.0	1.3254e-05	4.0979e-10	-10.0	-2.5
22.5	1.3255e-05	4.0906e-10	-10.0	-2.5
23.0	1.3254e-05	4.0971e-10	-10.0	-2.5
23.5	1.3255e-05	4.103e-10	-10.0	-2.5
24.0	1.3258e-05	4.0847e-10	-10.0	-2.5
24.5	1.3258e-05	4.0798e-10	-10.0	-2.5
25.0	1.3256e-05	4.0833e-10	-10.0	-2.5
25.5	1.3259e-05	4.0596e-10	-10.0	-2.5
26.0	1.3259e-05	4.0632e-10	-10.0	-2.5
26.5	1.3263e-05	4.0638e-10	-10.0	-2.5
27.0	1.3263e-05	4.0567e-10	-10.0	-2.5
27.5	1.3264e-05	4.066e-10	-10.0	-2.5
28.0	1.3264e-05	4.0544e-10	-10.0	-2.5
28.5	1.3265e-05	4.0648e-10	-10.0	-2.5
29.0	1.3267e-05	4.0447e-10	-10.0	-2.5
29.5	1.3267e-05	4.0483e-10	-10.0	-2.5
30.0	1.327e-05	4.0292e-10	-10.0	-2.5
30.5	1.327e-05	4.0442e-10	-10.0	-2.5
31.0	1.3273e-05	4.0452e-10	-10.0	-2.5
31.5	1.3271e-05	4.0361e-10	-10.0	-2.5
32.0	1.3273e-05	4.0371e-10	-10.0	-2.5
