Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.2901e-05	4.6054e-10	-10.0	-2.5
1.0	1.2897e-05	5.991e-10	-10.0	-2.5
1.5	1.2898e-05	5.8341e-10	-10.0	-2.5
2.0	1.2899e-05	5.7277e-10	-10.0	-2.5
2.5	1.29e-05	5.625e-10	-10.0	-2.5
3.0	1.29e-05	5.5601e-10	-10.0	-2.5
3.5	1.29e-05	5.5227e-10	-10.0	-2.5
4.0	1.2901e-05	5.4783e-10	-10.0	-2.5
4.5	1.2903e-05	5.4549e-10	-10.0	-2.5
5.0	1.2902e-05	5.4042e-10	-10.0	-2.5
5.5	1.2902e-05	5.3867e-10	-10.0	-2.5
6.0	1.2902e-05	5.3545e-10	-10.0	-2.5
6.5	1.2904e-05	5.3404e-10	-10.0	-2.5
7.0	1.2905e-05	5.3084e-10	-10.0	-2.5
7.5	1.2907e-05	5.2937e-10	-10.0	-2.5
8.0	1.2907e-05	5.2755e-10	-10.0	-2.5
8.5	1.2911e-05	5.2659e-10	-10.0	-2.5
9.0	1.2912e-05	5.2365e-10	-10.0	-2.5
9.5	1.291e-05	5.2361e-10	-10.0	-2.5
10.0	1.2911e-05	5.2188e-10	-10.0	-2.5
10.5	1.2915e-05	5.2241e-10	-10.0	-2.5
11.0	1.2915e-05	5.1991e-10	-10.0	-2.5
11.5	1.2916e-05	5.1915e-10	-10.0	-2.5
12.0	1.2916e-05	5.167e-10	-10.0	-2.5
12.5	1.2917e-05	5.1696e-10	-10.0	-2.5
13.0	1.2917e-05	5.1567e-10	-10.0	-2.5
13.5	1.2917e-05	5.1366e-10	-10.0	-2.5
14.0	1.292e-05	5.1355e-10	-10.0	-2.5
14.5	1.2923e-05	5.1251e-10	-10.0	-2.5
15.0	1.2924e-05	5.1038e-10	-10.0	-2.5
15.5	1.2925e-05	5.1038e-10	-10.0	-2.5
16.0	1.2926e-05	5.1006e-10	-10.0	-2.5
16.5	1.2927e-05	5.0859e-10	-10.0	-2.5
17.0	1.2928e-05	5.0883e-10	-10.0	-2.5
17.5	1.2931e-05	5.0707e-10	-10.0	-2.5
18.0	1.2931e-05	5.0628e-10	-10.0	-2.5
18.5	1.2934e-05	5.0595e-10	-10.0	-2.5
19.0	1.2933e-05	5.0584e-10	-10.0	-2.5
19.5	1.2935e-05	5.036e-10	-10.0	-2.5
20.0	1.2936e-05	5.0467e-10	-10.0	-2.5
20.5	1.2937e-05	5.0222e-10	-10.0	-2.5
21.0	1.2937e-05	5.0281e-10	-10.0	-2.5
21.5	1.2939e-05	5.0291e-10	-10.0	-2.5
22.0	1.2941e-05	5.0156e-10	-10.0	-2.5
22.5	1.2944e-05	5.0018e-10	-10.0	-2.5
23.0	1.2944e-05	5.0057e-10	-10.0	-2.5
23.5	1.2943e-05	4.9883e-10	-10.0	-2.5
24.0	1.2945e-05	4.9869e-10	-10.0	-2.5
24.5	1.2948e-05	4.9768e-10	-10.0	-2.5
25.0	1.2949e-05	4.964e-10	-10.0	-2.5
25.5	1.295e-05	4.9662e-10	-10.0	-2.5
26.0	1.2951e-05	4.9562e-10	-10.0	-2.5
26.5	1.2954e-05	4.9649e-10	-10.0	-2.5
27.0	1.2953e-05	4.955e-10	-10.0	-2.5
27.5	1.2955e-05	4.9468e-10	-10.0	-2.5
28.0	1.2957e-05	4.9497e-10	-10.0	-2.5
28.5	1.2956e-05	4.9542e-10	-10.0	-2.5
29.0	1.2958e-05	4.9236e-10	-10.0	-2.5
29.5	1.2958e-05	4.9263e-10	-10.0	-2.5
30.0	1.296e-05	4.9277e-10	-10.0	-2.5
30.5	1.296e-05	4.921e-10	-10.0	-2.5
31.0	1.2961e-05	4.9048e-10	-10.0	-2.5
31.5	1.2964e-05	4.9229e-10	-10.0	-2.5
32.0	1.2964e-05	4.8957e-10	-10.0	-2.5
32.5	1.2967e-05	4.9037e-10	-10.0	-2.5
33.0	1.2967e-05	4.8994e-10	-10.0	-2.5
33.5	1.2969e-05	4.8796e-10	-10.0	-2.5
34.0	1.2969e-05	4.8807e-10	-10.0	-2.5
34.5	1.2969e-05	4.8807e-10	-10.0	-2.5
35.0	1.2971e-05	4.8826e-10	-10.0	-2.5
35.5	1.2973e-05	4.8896e-10	-10.0	-2.5
36.0	1.2974e-05	4.875e-10	-10.0	-2.5
36.5	1.2974e-05	4.88e-10	-10.0	-2.5
37.0	1.2977e-05	4.8621e-10	-10.0	-2.5
37.5	1.2978e-05	4.8616e-10	-10.0	-2.5
38.0	1.298e-05	4.8683e-10	-10.0	-2.5
38.5	1.2983e-05	4.8583e-10	-10.0	-2.5
39.0	1.2983e-05	4.8609e-10	-10.0	-2.5
39.5	1.2984e-05	4.8529e-10	-10.0	-2.5
40.0	1.2984e-05	4.8653e-10	-10.0	-2.5
40.5	1.2983e-05	4.8377e-10	-10.0	-2.5
41.0	1.2985e-05	4.8343e-10	-10.0	-2.5
41.5	1.2986e-05	4.8269e-10	-10.0	-2.5
42.0	1.2988e-05	4.8272e-10	-10.0	-2.5
42.5	1.2992e-05	4.837e-10	-10.0	-2.5
43.0	1.2991e-05	4.8308e-10	-10.0	-2.5
43.5	1.2991e-05	4.8307e-10	-10.0	-2.5
44.0	1.2993e-05	4.822e-10	-10.0	-2.5
44.5	1.2994e-05	4.8153e-10	-10.0	-2.5
45.0	1.2995e-05	4.8097e-10	-10.0	-2.5
45.5	1.2994e-05	4.8157e-10	-10.0	-2.5
46.0	1.2994e-05	4.8025e-10	-10.0	-2.5
46.5	1.2996e-05	4.8247e-10	-10.0	-2.5
47.0	1.3e-05	4.818e-10	-10.0	-2.5
47.5	1.3002e-05	4.82e-10	-10.0	-2.5
48.0	1.3002e-05	4.8094e-10	-10.0	-2.5
48.5	1.3001e-05	4.8117e-10	-10.0	-2.5
49.0	1.3003e-05	4.8027e-10	-10.0	-2.5
49.5	1.3003e-05	4.8132e-10	-10.0	-2.5
50.0	1.3004e-05	4.7931e-10	-10.0	-2.5
50.5	1.3008e-05	4.8e-10	-10.0	-2.5
51.0	1.3008e-05	4.8055e-10	-10.0	-2.5
51.5	1.3006e-05	4.8047e-10	-10.0	-2.5
52.0	1.3008e-05	4.8106e-10	-10.0	-2.5
52.5	1.3006e-05	4.7951e-10	-10.0	-2.5
53.0	1.3008e-05	4.7952e-10	-10.0	-2.5
53.5	1.3009e-05	4.8008e-10	-10.0	-2.5
54.0	1.3009e-05	4.7818e-10	-10.0	-2.5
54.5	1.3012e-05	4.8044e-10	-10.0	-2.5
55.0	1.3013e-05	4.8021e-10	-10.0	-2.5
55.5	1.3011e-05	4.7889e-10	-10.0	-2.5
56.0	1.3015e-05	4.7817e-10	-10.0	-2.5
56.5	1.3015e-05	4.7982e-10	-10.0	-2.5
57.0	1.3015e-05	4.7951e-10	-10.0	-2.5
57.5	1.3016e-05	4.789e-10	-10.0	-2.5
58.0	1.3014e-05	4.7855e-10	-10.0	-2.5
58.5	1.3015e-05	4.7763e-10	-10.0	-2.5
59.0	1.3015e-05	4.7858e-10	-10.0	-2.5
59.5	1.3015e-05	4.784e-10	-10.0	-2.5
60.0	1.3017e-05	4.7897e-10	-10.0	-2.5
60.5	1.3018e-05	4.7929e-10	-10.0	-2.5
61.0	1.3021e-05	4.7836e-10	-10.0	-2.5
61.5	1.3022e-05	4.7821e-10	-10.0	-2.5
62.0	1.3022e-05	4.7663e-10	-10.0	-2.5
62.5	1.3022e-05	4.7703e-10	-10.0	-2.5
63.0	1.3022e-05	4.7587e-10	-10.0	-2.5
63.5	1.3024e-05	4.7568e-10	-10.0	-2.5
64.0	1.3025e-05	4.7414e-10	-10.0	-2.5
64.5	1.3026e-05	4.7504e-10	-10.0	-2.5
65.0	1.3027e-05	4.755e-10	-10.0	-2.5
65.5	1.3027e-05	4.7594e-10	-10.0	-2.5
66.0	1.3029e-05	4.7653e-10	-10.0	-2.5
66.5	1.303e-05	4.7433e-10	-10.0	-2.5
67.0	1.3031e-05	4.7503e-10	-10.0	-2.5
67.5	1.3031e-05	4.7504e-10	-10.0	-2.5
68.0	1.3031e-05	4.7603e-10	-10.0	-2.5
68.5	1.3033e-05	4.7541e-10	-10.0	-2.5
69.0	1.3033e-05	4.7456e-10	-10.0	-2.5
69.5	1.3032e-05	4.7419e-10	-10.0	-2.5
70.0	1.3034e-05	4.7386e-10	-10.0	-2.5
70.5	1.3034e-05	4.7356e-10	-10.0	-2.5
71.0	1.3034e-05	4.7351e-10	-10.0	-2.5
