Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.2901e-05	4.6054e-10	-10.0	-2.5	-7.145869419640868e-08
1.0	1.2897e-05	5.991e-10	-10.0	-2.5	-7.656323784720297e-08
1.5	1.2898e-05	5.8341e-10	-10.0	-2.5	-7.611513392855367e-08
2.0	1.2899e-05	5.7277e-10	-10.0	-2.5	-7.566677951386932e-08
2.5	1.29e-05	5.625e-10	-10.0	-2.5	-7.521817460315501e-08
3.0	1.29e-05	5.5601e-10	-10.0	-2.5	-7.576931919640954e-08
3.5	1.29e-05	5.5227e-10	-10.0	-2.5	-7.63202132936324e-08
4.0	1.2901e-05	5.4783e-10	-10.0	-2.5	-7.587085689482142e-08
4.5	1.2903e-05	5.4549e-10	-10.0	-2.5	-7.442124999998167e-08
5.0	1.2902e-05	5.4042e-10	-10.0	-2.5	-7.597139260910836e-08
5.5	1.2902e-05	5.3867e-10	-10.0	-2.5	-7.652128472220459e-08
6.0	1.2902e-05	5.3545e-10	-10.0	-2.5	-7.707092633926747e-08
6.5	1.2904e-05	5.3404e-10	-10.0	-2.5	-7.562031746029768e-08
7.0	1.2905e-05	5.3084e-10	-10.0	-2.5	-7.516945808530013e-08
7.5	1.2907e-05	5.2937e-10	-10.0	-2.5	-7.371834821426703e-08
8.0	1.2907e-05	5.2755e-10	-10.0	-2.5	-7.426698784720327e-08
8.5	1.2911e-05	5.2659e-10	-10.0	-2.5	-7.081537698410755e-08
9.0	1.2912e-05	5.2365e-10	-10.0	-2.5	-7.036351562498167e-08
9.5	1.291e-05	5.2361e-10	-10.0	-2.5	-7.291140376982223e-08
10.0	1.2911e-05	5.2188e-10	-10.0	-2.5	-7.245904141863133e-08
10.5	1.2915e-05	5.2241e-10	-10.0	-2.5	-6.900642857141067e-08
11.0	1.2915e-05	5.1991e-10	-10.0	-2.5	-6.955356522815695e-08
11.5	1.2916e-05	5.1915e-10	-10.0	-2.5	-6.910045138887108e-08
12.0	1.2916e-05	5.167e-10	-10.0	-2.5	-6.964708705355404e-08
12.5	1.2917e-05	5.1696e-10	-10.0	-2.5	-6.919347222220315e-08
13.0	1.2917e-05	5.1567e-10	-10.0	-2.5	-6.97396068948228e-08
13.5	1.2917e-05	5.1366e-10	-10.0	-2.5	-7.028549107141078e-08
14.0	1.292e-05	5.1355e-10	-10.0	-2.5	-6.783112475196562e-08
14.5	1.2923e-05	5.1251e-10	-10.0	-2.5	-6.537650793649048e-08
15.0	1.2924e-05	5.1038e-10	-10.0	-2.5	-6.49216406249813e-08
15.5	1.2925e-05	5.1038e-10	-10.0	-2.5	-6.446652281744215e-08
16.0	1.2926e-05	5.1006e-10	-10.0	-2.5	-6.401115451387134e-08
16.5	1.2927e-05	5.0859e-10	-10.0	-2.5	-6.355553571426717e-08
17.0	1.2928e-05	5.0883e-10	-10.0	-2.5	-6.309966641863135e-08
